combination,emd,System,Tiempo
"(, A); (AB, )",0.1875,"('A', 'AB')",00:00.003998
"(, A); (AC, )",0.1875,"('A', 'AC')",00:00.001000
"(, A); (AD, )",0.1875,"('A', 'AD')",00:00.002890
"(, A); (AE, )",0.1875,"('A', 'AE')",00:00.002019
"(, A); (AF, )",0.1875,"('A', 'AF')",00:00.000991
"(, A); (BC, )",0.1875,"('A', 'BC')",00:00.002540
"(, A); (BD, )",0.1875,"('A', 'BD')",00:00.002002
"(, A); (BE, )",0.1875,"('A', 'BE')",00:00.001997
"(, A); (BF, )",0.1875,"('A', 'BF')",00:00.002508
"(, A); (CD, )",0.1875,"('A', 'CD')",00:00.002000
"(, A); (CE, )",0.1875,"('A', 'CE')",00:00.002001
"(, A); (CF, )",0.1875,"('A', 'CF')",00:00.002000
"(, A); (DE, )",0.1875,"('A', 'DE')",00:00.001922
"(, A); (DF, )",0.1875,"('A', 'DF')",00:00.002000
"(, A); (EF, )",0.1875,"('A', 'EF')",00:00.002001
"(, B); (AB, )",0.1875,"('B', 'AB')",00:00.003523
"(, B); (AC, )",0.1875,"('B', 'AC')",00:00.002022
"(, B); (AD, )",0.1875,"('B', 'AD')",00:00.003005
"(, B); (AE, )",0.1875,"('B', 'AE')",00:00.003515
"(, B); (AF, )",0.1875,"('B', 'AF')",00:00.001999
"(, B); (BC, )",0.1875,"('B', 'BC')",00:00.001000
"(, B); (BD, )",0.1875,"('B', 'BD')",00:00.002513
"(, B); (BE, )",0.1875,"('B', 'BE')",00:00.002000
"(, B); (BF, )",0.1875,"('B', 'BF')",00:00.003001
"(, B); (CD, )",0.1875,"('B', 'CD')",00:00.003512
"(, B); (CE, )",0.1875,"('B', 'CE')",00:00.000998
"(, B); (CF, )",0.1875,"('B', 'CF')",00:00.001998
"(, B); (DE, )",0.1875,"('B', 'DE')",00:00.003000
"(, B); (DF, )",0.1875,"('B', 'DF')",00:00.000545
"(, B); (EF, )",0.1875,"('B', 'EF')",00:00.002996
"(, C); (AB, )",0.1875,"('C', 'AB')",00:00.002000
"(, C); (AC, )",0.1875,"('C', 'AC')",00:00.001025
"(, C); (AD, )",0.1875,"('C', 'AD')",00:00.001529
"(, C); (AE, )",0.1875,"('C', 'AE')",00:00.001014
"(, C); (AF, )",0.1875,"('C', 'AF')",00:00.000978
"(, C); (BC, )",0.1875,"('C', 'BC')",00:00.002025
"(, C); (BD, )",0.1875,"('C', 'BD')",00:00.001993
"(, C); (BE, )",0.1875,"('C', 'BE')",00:00.001006
"(, C); (BF, )",0.1875,"('C', 'BF')",00:00.000535
"(, C); (CD, )",0.1875,"('C', 'CD')",00:00.001000
"(, C); (CE, )",0.1875,"('C', 'CE')",00:00.003008
"(, C); (CF, )",0.1875,"('C', 'CF')",00:00.001994
"(, C); (DE, )",0.1875,"('C', 'DE')",00:00.000998
"(, C); (DF, )",0.1875,"('C', 'DF')",00:00.001005
"(, C); (EF, )",0.1875,"('C', 'EF')",00:00.000999
"(, D); (AB, )",0.1875,"('D', 'AB')",00:00.002010
"(, D); (AC, )",0.1875,"('D', 'AC')",00:00.001016
"(, D); (AD, )",0.1875,"('D', 'AD')",00:00.001984
"(, D); (AE, )",0.1875,"('D', 'AE')",00:00.000533
"(, D); (AF, )",0.1875,"('D', 'AF')",00:00.001000
"(, D); (BC, )",0.1875,"('D', 'BC')",00:00.001017
"(, D); (BD, )",0.1875,"('D', 'BD')",00:00.000996
"(, D); (BE, )",0.1875,"('D', 'BE')",00:00.001984
"(, D); (BF, )",0.1875,"('D', 'BF')",00:00.001001
"(, D); (CD, )",0.1875,"('D', 'CD')",00:00.001504
"(, D); (CE, )",0.1875,"('D', 'CE')",00:00.001019
"(, D); (CF, )",0.1875,"('D', 'CF')",00:00.000997
"(, D); (DE, )",0.1875,"('D', 'DE')",00:00.001004
"(, D); (DF, )",0.1875,"('D', 'DF')",00:00.003006
"(, D); (EF, )",0.1875,"('D', 'EF')",00:00.002007
"(, E); (AB, )",0.1875,"('E', 'AB')",00:00.003001
"(, E); (AC, )",0.1875,"('E', 'AC')",00:00.002578
"(, E); (AD, )",0.1875,"('E', 'AD')",00:00.002000
"(, E); (AE, )",0.1875,"('E', 'AE')",00:00.002000
"(, E); (AF, )",0.1875,"('E', 'AF')",00:00.002000
"(, E); (BC, )",0.1875,"('E', 'BC')",00:00.001508
"(, E); (BD, )",0.1875,"('E', 'BD')",00:00.002001
"(, E); (BE, )",0.1875,"('E', 'BE')",00:00.001999
"(, E); (BF, )",0.1875,"('E', 'BF')",00:00.002518
"(, E); (CD, )",0.1875,"('E', 'CD')",00:00.002095
"(, E); (CE, )",0.1875,"('E', 'CE')",00:00.001899
"(, E); (CF, )",0.1875,"('E', 'CF')",00:00.002518
"(, E); (DE, )",0.1875,"('E', 'DE')",00:00.002009
"(, E); (DF, )",0.1875,"('E', 'DF')",00:00.002093
"(, E); (EF, )",0.1875,"('E', 'EF')",00:00.001607
"(, F); (AB, )",0.1875,"('F', 'AB')",00:00.002032
"(, F); (AC, )",0.1875,"('F', 'AC')",00:00.001999
"(, F); (AD, )",0.1875,"('F', 'AD')",00:00.002003
"(, F); (AE, )",0.1875,"('F', 'AE')",00:00.002173
"(, F); (AF, )",0.1875,"('F', 'AF')",00:00.002001
"(, F); (BC, )",0.1875,"('F', 'BC')",00:00.002998
"(, F); (BD, )",0.1875,"('F', 'BD')",00:00.002528
"(, F); (BE, )",0.1875,"('F', 'BE')",00:00.002000
"(, F); (BF, )",0.1875,"('F', 'BF')",00:00.001996
"(, F); (CD, )",0.1875,"('F', 'CD')",00:00.002517
"(, F); (CE, )",0.1875,"('F', 'CE')",00:00.002002
"(, F); (CF, )",0.1875,"('F', 'CF')",00:00.001016
"(, F); (DE, )",0.1875,"('F', 'DE')",00:00.003002
"(, F); (DF, )",0.1875,"('F', 'DF')",00:00.003009
"(, F); (EF, )",0.1875,"('F', 'EF')",00:00.001994
"(, A); (ABC, )",0.09375,"('A', 'ABC')",00:00.006530
"(, A); (ABD, )",0.09375,"('A', 'ABD')",00:00.006507
"(, A); (ABE, )",0.09375,"('A', 'ABE')",00:00.005000
"(, A); (ABF, )",0.09375,"('A', 'ABF')",00:00.005513
"(, A); (ACD, )",0.09375,"('A', 'ACD')",00:00.005001
"(, A); (ACE, )",0.09375,"('A', 'ACE')",00:00.006021
"(, A); (ACF, )",0.09375,"('A', 'ACF')",00:00.009519
"(, A); (ADE, )",0.09375,"('A', 'ADE')",00:00.005522
"(, A); (ADF, )",0.09375,"('A', 'ADF')",00:00.005511
"(, A); (AEF, )",0.09375,"('A', 'AEF')",00:00.005000
"(, A); (BCD, )",0.09375,"('A', 'BCD')",00:00.005537
"(, A); (BCE, )",0.09375,"('A', 'BCE')",00:00.006025
"(, A); (BCF, )",0.09375,"('A', 'BCF')",00:00.003998
"(, A); (BDE, )",0.09375,"('A', 'BDE')",00:00.003002
"(, A); (BDF, )",0.09375,"('A', 'BDF')",00:00.002514
"(, A); (BEF, )",0.09375,"('A', 'BEF')",00:00.002999
"(, A); (CDE, )",0.09375,"('A', 'CDE')",00:00.003002
"(, A); (CDF, )",0.09375,"('A', 'CDF')",00:00.003515
"(, A); (CEF, )",0.09375,"('A', 'CEF')",00:00.002998
"(, A); (DEF, )",0.09375,"('A', 'DEF')",00:00.007543
"(, B); (ABC, )",0.09375,"('B', 'ABC')",00:00.003000
"(, B); (ABD, )",0.09375,"('B', 'ABD')",00:00.002513
"(, B); (ABE, )",0.09375,"('B', 'ABE')",00:00.001999
"(, B); (ABF, )",0.09375,"('B', 'ABF')",00:00.001999
"(, B); (ACD, )",0.09375,"('B', 'ACD')",00:00.001993
"(, B); (ACE, )",0.09375,"('B', 'ACE')",00:00.002003
"(, B); (ACF, )",0.09375,"('B', 'ACF')",00:00.003006
"(, B); (ADE, )",0.09375,"('B', 'ADE')",00:00.003507
"(, B); (ADF, )",0.09375,"('B', 'ADF')",00:00.004006
"(, B); (AEF, )",0.09375,"('B', 'AEF')",00:00.005006
"(, B); (BCD, )",0.09375,"('B', 'BCD')",00:00.002913
"(, B); (BCE, )",0.09375,"('B', 'BCE')",00:00.003000
"(, B); (BCF, )",0.09375,"('B', 'BCF')",00:00.002501
"(, B); (BDE, )",0.09375,"('B', 'BDE')",00:00.003002
"(, B); (BDF, )",0.09375,"('B', 'BDF')",00:00.003000
"(, B); (BEF, )",0.09375,"('B', 'BEF')",00:00.004819
"(, B); (CDE, )",0.09375,"('B', 'CDE')",00:00.005579
"(, B); (CDF, )",0.09375,"('B', 'CDF')",00:00.002957
"(, B); (CEF, )",0.09375,"('B', 'CEF')",00:00.003002
"(, B); (DEF, )",0.09375,"('B', 'DEF')",00:00.003850
"(, C); (ABC, )",0.09375,"('C', 'ABC')",00:00.003006
"(, C); (ABD, )",0.09375,"('C', 'ABD')",00:00.003663
"(, C); (ABE, )",0.09375,"('C', 'ABE')",00:00.002990
"(, C); (ABF, )",0.09375,"('C', 'ABF')",00:00.004880
"(, C); (ACD, )",0.09375,"('C', 'ACD')",00:00.005611
"(, C); (ACE, )",0.09375,"('C', 'ACE')",00:00.003736
"(, C); (ACF, )",0.09375,"('C', 'ACF')",00:00.003015
"(, C); (ADE, )",0.09375,"('C', 'ADE')",00:00.002086
"(, C); (ADF, )",0.09375,"('C', 'ADF')",00:00.004458
"(, C); (AEF, )",0.09375,"('C', 'AEF')",00:00.004932
"(, C); (BCD, )",0.09375,"('C', 'BCD')",00:00.003519
"(, C); (BCE, )",0.09375,"('C', 'BCE')",00:00.006563
"(, C); (BCF, )",0.09375,"('C', 'BCF')",00:00.003270
"(, C); (BDE, )",0.09375,"('C', 'BDE')",00:00.001998
"(, C); (BDF, )",0.09375,"('C', 'BDF')",00:00.003548
"(, C); (BEF, )",0.09375,"('C', 'BEF')",00:00.003007
"(, C); (CDE, )",0.09375,"('C', 'CDE')",00:00.002006
"(, C); (CDF, )",0.09375,"('C', 'CDF')",00:00.002754
"(, C); (CEF, )",0.09375,"('C', 'CEF')",00:00.003008
"(, C); (DEF, )",0.09375,"('C', 'DEF')",00:00.003000
"(, D); (ABC, )",0.09375,"('D', 'ABC')",00:00.003738
"(, D); (ABD, )",0.09375,"('D', 'ABD')",00:00.001997
"(, D); (ABE, )",0.09375,"('D', 'ABE')",00:00.001936
"(, D); (ABF, )",0.09375,"('D', 'ABF')",00:00.002716
"(, D); (ACD, )",0.09375,"('D', 'ACD')",00:00.002997
"(, D); (ACE, )",0.09375,"('D', 'ACE')",00:00.003013
"(, D); (ACF, )",0.09375,"('D', 'ACF')",00:00.002710
"(, D); (ADE, )",0.09375,"('D', 'ADE')",00:00.003017
"(, D); (ADF, )",0.09375,"('D', 'ADF')",00:00.002988
"(, D); (AEF, )",0.09375,"('D', 'AEF')",00:00.003617
"(, D); (BCD, )",0.09375,"('D', 'BCD')",00:00.003060
"(, D); (BCE, )",0.09375,"('D', 'BCE')",00:00.003464
"(, D); (BCF, )",0.09375,"('D', 'BCF')",00:00.004126
"(, D); (BDE, )",0.09375,"('D', 'BDE')",00:00.002979
"(, D); (BDF, )",0.09375,"('D', 'BDF')",00:00.003607
"(, D); (BEF, )",0.09375,"('D', 'BEF')",00:00.003103
"(, D); (CDE, )",0.09375,"('D', 'CDE')",00:00.003000
"(, D); (CDF, )",0.09375,"('D', 'CDF')",00:00.002720
"(, D); (CEF, )",0.09375,"('D', 'CEF')",00:00.003929
"(, D); (DEF, )",0.09375,"('D', 'DEF')",00:00.002928
"(, E); (ABC, )",0.09375,"('E', 'ABC')",00:00.003237
"(, E); (ABD, )",0.09375,"('E', 'ABD')",00:00.002900
"(, E); (ABE, )",0.09375,"('E', 'ABE')",00:00.003094
"(, E); (ABF, )",0.09375,"('E', 'ABF')",00:00.002697
"(, E); (ACD, )",0.09375,"('E', 'ACD')",00:00.001989
"(, E); (ACE, )",0.09375,"('E', 'ACE')",00:00.003020
"(, E); (ACF, )",0.09375,"('E', 'ACF')",00:00.002719
"(, E); (ADE, )",0.09375,"('E', 'ADE')",00:00.003005
"(, E); (ADF, )",0.09375,"('E', 'ADF')",00:00.006482
"(, E); (AEF, )",0.09375,"('E', 'AEF')",00:00.002999
"(, E); (BCD, )",0.09375,"('E', 'BCD')",00:00.002994
"(, E); (BCE, )",0.09375,"('E', 'BCE')",00:00.002106
"(, E); (BCF, )",0.09375,"('E', 'BCF')",00:00.002001
"(, E); (BDE, )",0.09375,"('E', 'BDE')",00:00.002981
"(, E); (BDF, )",0.09375,"('E', 'BDF')",00:00.003674
"(, E); (BEF, )",0.09375,"('E', 'BEF')",00:00.003058
"(, E); (CDE, )",0.09375,"('E', 'CDE')",00:00.003001
"(, E); (CDF, )",0.09375,"('E', 'CDF')",00:00.004650
"(, E); (CEF, )",0.09375,"('E', 'CEF')",00:00.003050
"(, E); (DEF, )",0.09375,"('E', 'DEF')",00:00.002727
"(, F); (ABC, )",0.09375,"('F', 'ABC')",00:00.002961
"(, F); (ABD, )",0.09375,"('F', 'ABD')",00:00.003014
"(, F); (ABE, )",0.09375,"('F', 'ABE')",00:00.002730
"(, F); (ABF, )",0.09375,"('F', 'ABF')",00:00.003006
"(, F); (ACD, )",0.09375,"('F', 'ACD')",00:00.001992
"(, F); (ACE, )",0.09375,"('F', 'ACE')",00:00.002655
"(, F); (ACF, )",0.09375,"('F', 'ACF')",00:00.003102
"(, F); (ADE, )",0.09375,"('F', 'ADE')",00:00.004972
"(, F); (ADF, )",0.09375,"('F', 'ADF')",00:00.004285
"(, F); (AEF, )",0.09375,"('F', 'AEF')",00:00.001980
"(, F); (BCD, )",0.09375,"('F', 'BCD')",00:00.002967
"(, F); (BCE, )",0.09375,"('F', 'BCE')",00:00.002108
"(, F); (BCF, )",0.09375,"('F', 'BCF')",00:00.002011
"(, F); (BDE, )",0.09375,"('F', 'BDE')",00:00.002005
"(, F); (BDF, )",0.09375,"('F', 'BDF')",00:00.002104
"(, F); (BEF, )",0.09375,"('F', 'BEF')",00:00.001992
"(, F); (CDE, )",0.09375,"('F', 'CDE')",00:00.002009
"(, F); (CDF, )",0.09375,"('F', 'CDF')",00:00.003066
"(, F); (CEF, )",0.09375,"('F', 'CEF')",00:00.002985
"(, F); (DEF, )",0.09375,"('F', 'DEF')",00:00.003615
"(, A); (ABCD, )",0.07812,"('A', 'ABCD')",00:00.006107
"(, A); (ABCE, )",0.07812,"('A', 'ABCE')",00:00.006695
"(, A); (ABCF, )",0.07812,"('A', 'ABCF')",00:00.007569
"(, A); (ABDE, )",0.07812,"('A', 'ABDE')",00:00.008929
"(, A); (ABDF, )",0.07812,"('A', 'ABDF')",00:00.006972
"(, A); (ABEF, )",0.07812,"('A', 'ABEF')",00:00.006654
"(, A); (ACDE, )",0.07812,"('A', 'ACDE')",00:00.006696
"(, A); (ACDF, )",0.07812,"('A', 'ACDF')",00:00.009228
"(, A); (ACEF, )",0.07812,"('A', 'ACEF')",00:00.007560
"(, A); (ADEF, )",0.07812,"('A', 'ADEF')",00:00.007920
"(, A); (BCDE, )",0.07812,"('A', 'BCDE')",00:00.006685
"(, A); (BCDF, )",0.07812,"('A', 'BCDF')",00:00.009583
"(, A); (BCEF, )",0.07812,"('A', 'BCEF')",00:00.005766
"(, A); (BDEF, )",0.07812,"('A', 'BDEF')",00:00.008562
"(, A); (CDEF, )",0.07812,"('A', 'CDEF')",00:00.006016
"(, B); (ABCD, )",0.07812,"('B', 'ABCD')",00:00.008704
"(, B); (ABCE, )",0.07812,"('B', 'ABCE')",00:00.008542
"(, B); (ABCF, )",0.07812,"('B', 'ABCF')",00:00.007542
"(, B); (ABDE, )",0.07812,"('B', 'ABDE')",00:00.006542
"(, B); (ABDF, )",0.07812,"('B', 'ABDF')",00:00.007752
"(, B); (ABEF, )",0.07812,"('B', 'ABEF')",00:00.011824
"(, B); (ACDE, )",0.07812,"('B', 'ACDE')",00:00.007002
"(, B); (ACDF, )",0.07812,"('B', 'ACDF')",00:00.006078
"(, B); (ACEF, )",0.07812,"('B', 'ACEF')",00:00.006813
"(, B); (ADEF, )",0.07812,"('B', 'ADEF')",00:00.008227
"(, B); (BCDE, )",0.07812,"('B', 'BCDE')",00:00.007724
"(, B); (BCDF, )",0.07812,"('B', 'BCDF')",00:00.006603
"(, B); (BCEF, )",0.07812,"('B', 'BCEF')",00:00.008416
"(, B); (BDEF, )",0.07812,"('B', 'BDEF')",00:00.010199
"(, B); (CDEF, )",0.07812,"('B', 'CDEF')",00:00.007057
"(, C); (ABCD, )",0.07812,"('C', 'ABCD')",00:00.006728
"(, C); (ABCE, )",0.07812,"('C', 'ABCE')",00:00.008345
"(, C); (ABCF, )",0.07812,"('C', 'ABCF')",00:00.010610
"(, C); (ABDE, )",0.07812,"('C', 'ABDE')",00:00.006809
"(, C); (ABDF, )",0.07812,"('C', 'ABDF')",00:00.007635
"(, C); (ABEF, )",0.07812,"('C', 'ABEF')",00:00.007003
"(, C); (ACDE, )",0.07812,"('C', 'ACDE')",00:00.008064
"(, C); (ACDF, )",0.07812,"('C', 'ACDF')",00:00.005699
"(, C); (ACEF, )",0.07812,"('C', 'ACEF')",00:00.007662
"(, C); (ADEF, )",0.07812,"('C', 'ADEF')",00:00.008839
"(, C); (BCDE, )",0.07812,"('C', 'BCDE')",00:00.009621
"(, C); (BCDF, )",0.07812,"('C', 'BCDF')",00:00.008639
"(, C); (BCEF, )",0.07812,"('C', 'BCEF')",00:00.011537
"(, C); (BDEF, )",0.07812,"('C', 'BDEF')",00:00.008165
"(, C); (CDEF, )",0.07812,"('C', 'CDEF')",00:00.008006
"(, D); (ABCD, )",0.07812,"('D', 'ABCD')",00:00.007148
"(, D); (ABCE, )",0.07812,"('D', 'ABCE')",00:00.008525
"(, D); (ABCF, )",0.07812,"('D', 'ABCF')",00:00.006018
"(, D); (ABDE, )",0.07812,"('D', 'ABDE')",00:00.008326
"(, D); (ABDF, )",0.07812,"('D', 'ABDF')",00:00.006710
"(, D); (ABEF, )",0.07812,"('D', 'ABEF')",00:00.009674
"(, D); (ACDE, )",0.07812,"('D', 'ACDE')",00:00.006596
"(, D); (ACDF, )",0.07812,"('D', 'ACDF')",00:00.008609
"(, D); (ACEF, )",0.07812,"('D', 'ACEF')",00:00.008161
"(, D); (ADEF, )",0.07812,"('D', 'ADEF')",00:00.008127
"(, D); (BCDE, )",0.07812,"('D', 'BCDE')",00:00.005886
"(, D); (BCDF, )",0.07812,"('D', 'BCDF')",00:00.006511
"(, D); (BCEF, )",0.07812,"('D', 'BCEF')",00:00.007575
"(, D); (BDEF, )",0.07812,"('D', 'BDEF')",00:00.008157
"(, D); (CDEF, )",0.07812,"('D', 'CDEF')",00:00.006751
"(, E); (ABCD, )",0.07812,"('E', 'ABCD')",00:00.008008
"(, E); (ABCE, )",0.07812,"('E', 'ABCE')",00:00.008620
"(, E); (ABCF, )",0.07812,"('E', 'ABCF')",00:00.009627
"(, E); (ABDE, )",0.07812,"('E', 'ABDE')",00:00.006724
"(, E); (ABDF, )",0.07812,"('E', 'ABDF')",00:00.007364
"(, E); (ABEF, )",0.07812,"('E', 'ABEF')",00:00.007621
"(, E); (ACDE, )",0.07812,"('E', 'ACDE')",00:00.007792
"(, E); (ACDF, )",0.07812,"('E', 'ACDF')",00:00.005992
"(, E); (ACEF, )",0.07812,"('E', 'ACEF')",00:00.006912
"(, E); (ADEF, )",0.07812,"('E', 'ADEF')",00:00.014039
"(, E); (BCDE, )",0.07812,"('E', 'BCDE')",00:00.011511
"(, E); (BCDF, )",0.07812,"('E', 'BCDF')",00:00.010515
"(, E); (BCEF, )",0.07812,"('E', 'BCEF')",00:00.008670
"(, E); (BDEF, )",0.07812,"('E', 'BDEF')",00:00.005744
"(, E); (CDEF, )",0.07812,"('E', 'CDEF')",00:00.007371
"(, F); (ABCD, )",0.07812,"('F', 'ABCD')",00:00.006581
"(, F); (ABCE, )",0.07812,"('F', 'ABCE')",00:00.010573
"(, F); (ABCF, )",0.07812,"('F', 'ABCF')",00:00.012590
"(, F); (ABDE, )",0.07812,"('F', 'ABDE')",00:00.011590
"(, F); (ABDF, )",0.07812,"('F', 'ABDF')",00:00.012495
"(, F); (ABEF, )",0.07812,"('F', 'ABEF')",00:00.011526
"(, F); (ACDE, )",0.07812,"('F', 'ACDE')",00:00.015568
"(, F); (ACDF, )",0.07812,"('F', 'ACDF')",00:00.013126
"(, F); (ACEF, )",0.07812,"('F', 'ACEF')",00:00.012243
"(, F); (ADEF, )",0.07812,"('F', 'ADEF')",00:00.013227
"(, F); (BCDE, )",0.07812,"('F', 'BCDE')",00:00.011604
"(, F); (BCDF, )",0.07812,"('F', 'BCDF')",00:00.012165
"(, F); (BCEF, )",0.07812,"('F', 'BCEF')",00:00.011577
"(, F); (BDEF, )",0.07812,"('F', 'BDEF')",00:00.011589
"(, F); (CDEF, )",0.07812,"('F', 'CDEF')",00:00.009559
"(, A); (ABCDE, )",0.05078,"('A', 'ABCDE')",00:00.021728
"(, A); (ABCDF, )",0.05078,"('A', 'ABCDF')",00:00.013903
"(, A); (ABCEF, )",0.05078,"('A', 'ABCEF')",00:00.014411
"(, A); (ABDEF, )",0.05078,"('A', 'ABDEF')",00:00.023134
"(, A); (ACDEF, )",0.05078,"('A', 'ACDEF')",00:00.027429
"(, A); (BCDEF, )",0.05078,"('A', 'BCDEF')",00:00.024380
"(, B); (ABCDE, )",0.05078,"('B', 'ABCDE')",00:00.023159
"(, B); (ABCDF, )",0.05078,"('B', 'ABCDF')",00:00.023881
"(, B); (ABCEF, )",0.05078,"('B', 'ABCEF')",00:00.020849
"(, B); (ABDEF, )",0.05078,"('B', 'ABDEF')",00:00.013715
"(, B); (ACDEF, )",0.05078,"('B', 'ACDEF')",00:00.024836
"(, B); (BCDEF, )",0.05078,"('B', 'BCDEF')",00:00.022220
"(, C); (ABCDE, )",0.05078,"('C', 'ABCDE')",00:00.022203
"(, C); (ABCDF, )",0.05078,"('C', 'ABCDF')",00:00.022604
"(, C); (ABCEF, )",0.05078,"('C', 'ABCEF')",00:00.022087
"(, C); (ABDEF, )",0.05078,"('C', 'ABDEF')",00:00.023169
"(, C); (ACDEF, )",0.05078,"('C', 'ACDEF')",00:00.021774
"(, C); (BCDEF, )",0.05078,"('C', 'BCDEF')",00:00.019862
"(, D); (ABCDE, )",0.05078,"('D', 'ABCDE')",00:00.012764
"(, D); (ABCDF, )",0.05078,"('D', 'ABCDF')",00:00.015515
"(, D); (ABCEF, )",0.05078,"('D', 'ABCEF')",00:00.024077
"(, D); (ABDEF, )",0.05078,"('D', 'ABDEF')",00:00.021639
"(, D); (ACDEF, )",0.05078,"('D', 'ACDEF')",00:00.026097
"(, D); (BCDEF, )",0.05078,"('D', 'BCDEF')",00:00.024036
"(, E); (ABCDE, )",0.05078,"('E', 'ABCDE')",00:00.022033
"(, E); (ABCDF, )",0.05078,"('E', 'ABCDF')",00:00.023035
"(, E); (ABCEF, )",0.05078,"('E', 'ABCEF')",00:00.023535
"(, E); (ABDEF, )",0.05078,"('E', 'ABDEF')",00:00.011875
"(, E); (ACDEF, )",0.05078,"('E', 'ACDEF')",00:00.013073
"(, E); (BCDEF, )",0.05078,"('E', 'BCDEF')",00:00.012029
"(, F); (ABCDE, )",0.05078,"('F', 'ABCDE')",00:00.013257
"(, F); (ABCDF, )",0.05078,"('F', 'ABCDF')",00:00.011424
"(, F); (ABCEF, )",0.05078,"('F', 'ABCEF')",00:00.012228
"(, F); (ABDEF, )",0.05078,"('F', 'ABDEF')",00:00.019154
"(, F); (ACDEF, )",0.05078,"('F', 'ACDEF')",00:00.017821
"(, F); (BCDEF, )",0.05078,"('F', 'BCDEF')",00:00.011832
"(, A); (ABCDEF, )",0.02783,"('A', 'ABCDEF')",00:00.021370
"(, B); (ABCDEF, )",0.02783,"('B', 'ABCDEF')",00:00.019443
"(, C); (ABCDEF, )",0.02783,"('C', 'ABCDEF')",00:00.021194
"(, D); (ABCDEF, )",0.02783,"('D', 'ABCDEF')",00:00.019324
"(, E); (ABCDEF, )",0.02783,"('E', 'ABCDEF')",00:00.019461
"(, F); (ABCDEF, )",0.02783,"('F', 'ABCDEF')",00:00.021454
"(, A); (A, B)",0.0,"('AB', 'A')",00:00.000904
"(, A); (B, B)",0.0,"('AB', 'B')",00:00.001003
"(, A); (C, B)",0.0,"('AB', 'C')",00:00.000000
"(, A); (D, B)",0.0,"('AB', 'D')",00:00.001756
"(, A); (E, B)",0.0,"('AB', 'E')",00:00.000000
"(, A); (F, B)",0.0,"('AB', 'F')",00:00.000978
"(, A); (A, C)",0.0,"('AC', 'A')",00:00.000993
"(, A); (B, C)",0.0,"('AC', 'B')",00:00.001960
"(, A); (C, C)",0.0,"('AC', 'C')",00:00.001046
"(, A); (D, C)",0.0,"('AC', 'D')",00:00.001011
"(, A); (E, C)",0.0,"('AC', 'E')",00:00.001063
"(, A); (F, C)",0.0,"('AC', 'F')",00:00.001684
"(, A); (A, D)",0.0,"('AD', 'A')",00:00.000994
"(, A); (B, D)",0.0,"('AD', 'B')",00:00.000000
"(, A); (C, D)",0.0,"('AD', 'C')",00:00.000000
"(, A); (D, D)",0.0,"('AD', 'D')",00:00.000000
"(, A); (E, D)",0.0,"('AD', 'E')",00:00.000000
"(, A); (F, D)",0.0,"('AD', 'F')",00:00.000000
"(, A); (A, E)",0.0,"('AE', 'A')",00:00.000000
"(, A); (B, E)",0.0,"('AE', 'B')",00:00.001770
"(, A); (C, E)",0.0,"('AE', 'C')",00:00.000922
"(, A); (D, E)",0.0,"('AE', 'D')",00:00.000992
"(, A); (E, E)",0.0,"('AE', 'E')",00:00.000941
"(, A); (F, E)",0.0,"('AE', 'F')",00:00.000000
"(, A); (A, F)",0.0,"('AF', 'A')",00:00.001003
"(, A); (B, F)",0.0,"('AF', 'B')",00:00.001002
"(, A); (C, F)",0.0,"('AF', 'C')",00:00.000615
"(, A); (D, F)",0.0,"('AF', 'D')",00:00.001098
"(, A); (E, F)",0.0,"('AF', 'E')",00:00.000995
"(, A); (F, F)",0.0,"('AF', 'F')",00:00.001004
"(, B); (A, C)",0.0,"('BC', 'A')",00:00.000999
"(, B); (B, C)",0.0,"('BC', 'B')",00:00.001004
"(, B); (C, C)",0.0,"('BC', 'C')",00:00.000999
"(, B); (D, C)",0.0,"('BC', 'D')",00:00.001908
"(, B); (E, C)",0.0,"('BC', 'E')",00:00.001634
"(, B); (F, C)",0.0,"('BC', 'F')",00:00.001116
"(, B); (A, D)",0.0,"('BD', 'A')",00:00.000989
"(, B); (B, D)",0.0,"('BD', 'B')",00:00.001001
"(, B); (C, D)",0.0,"('BD', 'C')",00:00.001001
"(, B); (D, D)",0.0,"('BD', 'D')",00:00.001004
"(, B); (E, D)",0.0,"('BD', 'E')",00:00.001000
"(, B); (F, D)",0.0,"('BD', 'F')",00:00.001005
"(, B); (A, E)",0.0,"('BE', 'A')",00:00.001000
"(, B); (B, E)",0.0,"('BE', 'B')",00:00.002000
"(, B); (C, E)",0.0,"('BE', 'C')",00:00.000997
"(, B); (D, E)",0.0,"('BE', 'D')",00:00.002593
"(, B); (E, E)",0.0,"('BE', 'E')",00:00.000999
"(, B); (F, E)",0.0,"('BE', 'F')",00:00.001006
"(, B); (A, F)",0.0,"('BF', 'A')",00:00.001000
"(, B); (B, F)",0.0,"('BF', 'B')",00:00.002001
"(, B); (C, F)",0.0,"('BF', 'C')",00:00.001539
"(, B); (D, F)",0.0,"('BF', 'D')",00:00.001002
"(, B); (E, F)",0.0,"('BF', 'E')",00:00.001024
"(, B); (F, F)",0.0,"('BF', 'F')",00:00.001002
"(, C); (A, D)",0.0,"('CD', 'A')",00:00.001001
"(, C); (B, D)",0.0,"('CD', 'B')",00:00.000540
"(, C); (C, D)",0.0,"('CD', 'C')",00:00.000991
