combination,emd,System,Tiempo
"(, B); (ABD, CDE)",0.1875,"('BCDE', 'ABD')",00:00.033800
"(, B); (ABE, CDE)",0.1875,"('BCDE', 'ABE')",00:00.033362
"(, B); (ABF, CDE)",0.1875,"('BCDE', 'ABF')",00:00.034014
"(, B); (ACD, CDE)",0.1875,"('BCDE', 'ACD')",00:00.034243
"(, B); (ACE, CDE)",0.1875,"('BCDE', 'ACE')",00:00.030910
"(, B); (ACF, CDE)",0.1875,"('BCDE', 'ACF')",00:00.028401
"(, B); (ADE, CDE)",0.1875,"('BCDE', 'ADE')",00:00.038146
"(, B); (ADF, CDE)",0.1875,"('BCDE', 'ADF')",00:00.032896
"(, B); (AEF, CDE)",0.1875,"('BCDE', 'AEF')",00:00.034120
"(, B); (BCD, CDE)",0.1875,"('BCDE', 'BCD')",00:00.032444
"(, B); (BCE, CDE)",0.1875,"('BCDE', 'BCE')",00:00.033786
"(, B); (BCF, CDE)",0.1875,"('BCDE', 'BCF')",00:00.032195
"(, B); (BDE, CDE)",0.1875,"('BCDE', 'BDE')",00:00.033290
"(, B); (BDF, CDE)",0.1875,"('BCDE', 'BDF')",00:00.031097
"(, B); (BEF, CDE)",0.1875,"('BCDE', 'BEF')",00:00.037314
"(, B); (CDE, CDE)",0.1875,"('BCDE', 'CDE')",00:00.032024
"(, B); (CDF, CDE)",0.1875,"('BCDE', 'CDF')",00:00.039079
"(, B); (CEF, CDE)",0.1875,"('BCDE', 'CEF')",00:00.033956
"(, B); (DEF, CDE)",0.1875,"('BCDE', 'DEF')",00:00.033357
"(, B); (ABC, CDF)",0.1875,"('BCDF', 'ABC')",00:00.036689
"(, B); (ABD, CDF)",0.1875,"('BCDF', 'ABD')",00:00.036153
"(, B); (ABE, CDF)",0.1875,"('BCDF', 'ABE')",00:00.029667
"(, B); (ABF, CDF)",0.1875,"('BCDF', 'ABF')",00:00.035068
"(, B); (ACD, CDF)",0.1875,"('BCDF', 'ACD')",00:00.037612
"(, B); (ACE, CDF)",0.1875,"('BCDF', 'ACE')",00:00.033013
"(, B); (ACF, CDF)",0.1875,"('BCDF', 'ACF')",00:00.033867
"(, B); (ADE, CDF)",0.1875,"('BCDF', 'ADE')",00:00.029780
"(, B); (ADF, CDF)",0.1875,"('BCDF', 'ADF')",00:00.028660
"(, B); (AEF, CDF)",0.1875,"('BCDF', 'AEF')",00:00.031000
"(, B); (BCD, CDF)",0.1875,"('BCDF', 'BCD')",00:00.032153
"(, B); (BCE, CDF)",0.1875,"('BCDF', 'BCE')",00:00.030828
"(, B); (BCF, CDF)",0.1875,"('BCDF', 'BCF')",00:00.030126
"(, B); (BDE, CDF)",0.1875,"('BCDF', 'BDE')",00:00.034030
"(, B); (BDF, CDF)",0.1875,"('BCDF', 'BDF')",00:00.034475
"(, B); (BEF, CDF)",0.1875,"('BCDF', 'BEF')",00:00.032807
"(, B); (CDE, CDF)",0.1875,"('BCDF', 'CDE')",00:00.031694
"(, B); (CDF, CDF)",0.1875,"('BCDF', 'CDF')",00:00.032679
"(, B); (CEF, CDF)",0.1875,"('BCDF', 'CEF')",00:00.033018
"(, B); (DEF, CDF)",0.1875,"('BCDF', 'DEF')",00:00.033129
"(, B); (ABC, CEF)",0.1875,"('BCEF', 'ABC')",00:00.034391
"(, B); (ABD, CEF)",0.1875,"('BCEF', 'ABD')",00:00.033792
"(, B); (ABE, CEF)",0.1875,"('BCEF', 'ABE')",00:00.034721
"(, B); (ABF, CEF)",0.1875,"('BCEF', 'ABF')",00:00.034934
"(, B); (ACD, CEF)",0.1875,"('BCEF', 'ACD')",00:00.037681
"(, B); (ACE, CEF)",0.1875,"('BCEF', 'ACE')",00:00.034142
"(, B); (ACF, CEF)",0.1875,"('BCEF', 'ACF')",00:00.034587
"(, B); (ADE, CEF)",0.1875,"('BCEF', 'ADE')",00:00.032257
"(, B); (ADF, CEF)",0.1875,"('BCEF', 'ADF')",00:00.030616
"(, B); (AEF, CEF)",0.1875,"('BCEF', 'AEF')",00:00.033504
"(, B); (BCD, CEF)",0.1875,"('BCEF', 'BCD')",00:00.031361
"(, B); (BCE, CEF)",0.1875,"('BCEF', 'BCE')",00:00.029093
"(, B); (BCF, CEF)",0.1875,"('BCEF', 'BCF')",00:00.030665
"(, B); (BDE, CEF)",0.1875,"('BCEF', 'BDE')",00:00.032254
"(, B); (BDF, CEF)",0.1875,"('BCEF', 'BDF')",00:00.036502
"(, B); (BEF, CEF)",0.1875,"('BCEF', 'BEF')",00:00.032755
"(, B); (CDE, CEF)",0.1875,"('BCEF', 'CDE')",00:00.031838
"(, B); (CDF, CEF)",0.1875,"('BCEF', 'CDF')",00:00.032501
"(, B); (CEF, CEF)",0.1875,"('BCEF', 'CEF')",00:00.031562
"(, B); (DEF, CEF)",0.1875,"('BCEF', 'DEF')",00:00.036326
"(, B); (ABC, DEF)",0.1875,"('BDEF', 'ABC')",00:00.034050
"(, B); (ABD, DEF)",0.1875,"('BDEF', 'ABD')",00:00.030804
"(, B); (ABE, DEF)",0.1875,"('BDEF', 'ABE')",00:00.032239
"(, B); (ABF, DEF)",0.1875,"('BDEF', 'ABF')",00:00.032602
"(, B); (ACD, DEF)",0.1875,"('BDEF', 'ACD')",00:00.030277
"(, B); (ACE, DEF)",0.1875,"('BDEF', 'ACE')",00:00.032211
"(, B); (ACF, DEF)",0.1875,"('BDEF', 'ACF')",00:00.035173
"(, B); (ADE, DEF)",0.1875,"('BDEF', 'ADE')",00:00.035796
"(, B); (ADF, DEF)",0.1875,"('BDEF', 'ADF')",00:00.034774
"(, B); (AEF, DEF)",0.1875,"('BDEF', 'AEF')",00:00.033478
"(, B); (BCD, DEF)",0.1875,"('BDEF', 'BCD')",00:00.043607
"(, B); (BCE, DEF)",0.1875,"('BDEF', 'BCE')",00:00.031343
"(, B); (BCF, DEF)",0.1875,"('BDEF', 'BCF')",00:00.035235
"(, B); (BDE, DEF)",0.1875,"('BDEF', 'BDE')",00:00.031305
"(, B); (BDF, DEF)",0.1875,"('BDEF', 'BDF')",00:00.030653
"(, B); (BEF, DEF)",0.1875,"('BDEF', 'BEF')",00:00.033627
"(, B); (CDE, DEF)",0.1875,"('BDEF', 'CDE')",00:00.031176
"(, B); (CDF, DEF)",0.1875,"('BDEF', 'CDF')",00:00.030401
"(, B); (CEF, DEF)",0.1875,"('BDEF', 'CEF')",00:00.032874
"(, B); (DEF, DEF)",0.1875,"('BDEF', 'DEF')",00:00.034650
"(, C); (ABC, DEF)",0.1875,"('CDEF', 'ABC')",00:00.032062
"(, C); (ABD, DEF)",0.1875,"('CDEF', 'ABD')",00:00.031745
"(, C); (ABE, DEF)",0.1875,"('CDEF', 'ABE')",00:00.030674
"(, C); (ABF, DEF)",0.1875,"('CDEF', 'ABF')",00:00.031488
"(, C); (ACD, DEF)",0.1875,"('CDEF', 'ACD')",00:00.032871
"(, C); (ACE, DEF)",0.1875,"('CDEF', 'ACE')",00:00.033054
"(, C); (ACF, DEF)",0.1875,"('CDEF', 'ACF')",00:00.030216
"(, C); (ADE, DEF)",0.1875,"('CDEF', 'ADE')",00:00.028953
"(, C); (ADF, DEF)",0.1875,"('CDEF', 'ADF')",00:00.030685
"(, C); (AEF, DEF)",0.1875,"('CDEF', 'AEF')",00:00.031003
"(, C); (BCD, DEF)",0.1875,"('CDEF', 'BCD')",00:00.029693
"(, C); (BCE, DEF)",0.1875,"('CDEF', 'BCE')",00:00.030043
"(, C); (BCF, DEF)",0.1875,"('CDEF', 'BCF')",00:00.029109
"(, C); (BDE, DEF)",0.1875,"('CDEF', 'BDE')",00:00.027113
"(, C); (BDF, DEF)",0.1875,"('CDEF', 'BDF')",00:00.028590
"(, C); (BEF, DEF)",0.1875,"('CDEF', 'BEF')",00:00.027866
"(, C); (CDE, DEF)",0.1875,"('CDEF', 'CDE')",00:00.027092
"(, C); (CDF, DEF)",0.1875,"('CDEF', 'CDF')",00:00.026300
"(, C); (CEF, DEF)",0.1875,"('CDEF', 'CEF')",00:00.028695
"(, C); (DEF, DEF)",0.1875,"('CDEF', 'DEF')",00:00.032173
"(, A); (ABCD, BCD)",0.10938,"('ABCD', 'ABCD')",00:00.055418
"(, A); (ABCE, BCD)",0.10938,"('ABCD', 'ABCE')",00:00.056734
"(, A); (ABCF, BCD)",0.10938,"('ABCD', 'ABCF')",00:00.063210
"(, A); (ABDE, BCD)",0.10938,"('ABCD', 'ABDE')",00:00.054753
"(, A); (ABDF, BCD)",0.10938,"('ABCD', 'ABDF')",00:00.053833
"(, A); (ABEF, BCD)",0.10938,"('ABCD', 'ABEF')",00:00.056352
"(, A); (ACDE, BCD)",0.10938,"('ABCD', 'ACDE')",00:00.061258
"(, A); (ACDF, BCD)",0.10938,"('ABCD', 'ACDF')",00:00.054599
"(, A); (ACEF, BCD)",0.10938,"('ABCD', 'ACEF')",00:00.060779
"(, A); (ADEF, BCD)",0.10938,"('ABCD', 'ADEF')",00:00.060158
"(, A); (BCDE, BCD)",0.10938,"('ABCD', 'BCDE')",00:00.055019
"(, A); (BCDF, BCD)",0.10938,"('ABCD', 'BCDF')",00:00.060058
"(, A); (BCEF, BCD)",0.10938,"('ABCD', 'BCEF')",00:00.055567
"(, A); (BDEF, BCD)",0.10938,"('ABCD', 'BDEF')",00:00.057973
"(, A); (CDEF, BCD)",0.10938,"('ABCD', 'CDEF')",00:00.060592
"(, A); (ABCD, BCE)",0.10938,"('ABCE', 'ABCD')",00:00.054933
"(, A); (ABCE, BCE)",0.10938,"('ABCE', 'ABCE')",00:00.060102
"(, A); (ABCF, BCE)",0.10938,"('ABCE', 'ABCF')",00:00.055783
"(, A); (ABDE, BCE)",0.10938,"('ABCE', 'ABDE')",00:00.059215
"(, A); (ABDF, BCE)",0.10938,"('ABCE', 'ABDF')",00:00.065183
"(, A); (ABEF, BCE)",0.10938,"('ABCE', 'ABEF')",00:00.054986
"(, A); (ACDE, BCE)",0.10938,"('ABCE', 'ACDE')",00:00.054206
"(, A); (ACDF, BCE)",0.10938,"('ABCE', 'ACDF')",00:00.061789
"(, A); (ACEF, BCE)",0.10938,"('ABCE', 'ACEF')",00:00.056237
"(, A); (ADEF, BCE)",0.10938,"('ABCE', 'ADEF')",00:00.058665
"(, A); (BCDE, BCE)",0.10938,"('ABCE', 'BCDE')",00:00.065252
"(, A); (BCDF, BCE)",0.10938,"('ABCE', 'BCDF')",00:00.061182
"(, A); (BCEF, BCE)",0.10938,"('ABCE', 'BCEF')",00:00.057863
"(, A); (BDEF, BCE)",0.10938,"('ABCE', 'BDEF')",00:00.057797
"(, A); (CDEF, BCE)",0.10938,"('ABCE', 'CDEF')",00:00.056922
"(, A); (ABCD, BCF)",0.10938,"('ABCF', 'ABCD')",00:00.054605
"(, A); (ABCE, BCF)",0.10938,"('ABCF', 'ABCE')",00:00.057413
"(, A); (ABCF, BCF)",0.10938,"('ABCF', 'ABCF')",00:00.059226
"(, A); (ABDE, BCF)",0.10938,"('ABCF', 'ABDE')",00:00.055410
"(, A); (ABDF, BCF)",0.10938,"('ABCF', 'ABDF')",00:00.053097
"(, A); (ABEF, BCF)",0.10938,"('ABCF', 'ABEF')",00:00.058476
"(, A); (ACDE, BCF)",0.10938,"('ABCF', 'ACDE')",00:00.059914
"(, A); (ACDF, BCF)",0.10938,"('ABCF', 'ACDF')",00:00.053281
"(, A); (ACEF, BCF)",0.10938,"('ABCF', 'ACEF')",00:00.052570
"(, A); (ADEF, BCF)",0.10938,"('ABCF', 'ADEF')",00:00.060148
"(, A); (BCDE, BCF)",0.10938,"('ABCF', 'BCDE')",00:00.056756
"(, A); (BCDF, BCF)",0.10938,"('ABCF', 'BCDF')",00:00.053389
"(, A); (BCEF, BCF)",0.10938,"('ABCF', 'BCEF')",00:00.060115
"(, A); (BDEF, BCF)",0.10938,"('ABCF', 'BDEF')",00:00.060915
"(, A); (CDEF, BCF)",0.10938,"('ABCF', 'CDEF')",00:00.052730
"(, A); (ABCD, BDE)",0.10938,"('ABDE', 'ABCD')",00:00.054790
"(, A); (ABCE, BDE)",0.10938,"('ABDE', 'ABCE')",00:00.053748
"(, A); (ABCF, BDE)",0.10938,"('ABDE', 'ABCF')",00:00.058572
"(, A); (ABDE, BDE)",0.10938,"('ABDE', 'ABDE')",00:00.056448
"(, A); (ABDF, BDE)",0.10938,"('ABDE', 'ABDF')",00:00.053249
"(, A); (ABEF, BDE)",0.10938,"('ABDE', 'ABEF')",00:00.062783
"(, A); (ACDE, BDE)",0.10938,"('ABDE', 'ACDE')",00:00.055403
"(, A); (ACDF, BDE)",0.10938,"('ABDE', 'ACDF')",00:00.054988
"(, A); (ACEF, BDE)",0.10938,"('ABDE', 'ACEF')",00:00.058263
"(, A); (ADEF, BDE)",0.10938,"('ABDE', 'ADEF')",00:00.057756
"(, A); (BCDE, BDE)",0.10938,"('ABDE', 'BCDE')",00:00.054753
"(, A); (BCDF, BDE)",0.10938,"('ABDE', 'BCDF')",00:00.058869
"(, A); (BCEF, BDE)",0.10938,"('ABDE', 'BCEF')",00:00.060581
"(, A); (BDEF, BDE)",0.10938,"('ABDE', 'BDEF')",00:00.054093
"(, A); (CDEF, BDE)",0.10938,"('ABDE', 'CDEF')",00:00.056805
"(, A); (ABCD, BDF)",0.10938,"('ABDF', 'ABCD')",00:00.063998
"(, A); (ABCE, BDF)",0.10938,"('ABDF', 'ABCE')",00:00.060551
"(, A); (ABCF, BDF)",0.10938,"('ABDF', 'ABCF')",00:00.059266
"(, A); (ABDE, BDF)",0.10938,"('ABDF', 'ABDE')",00:00.062126
"(, A); (ABDF, BDF)",0.10938,"('ABDF', 'ABDF')",00:00.056087
"(, A); (ABEF, BDF)",0.10938,"('ABDF', 'ABEF')",00:00.056666
"(, A); (ACDE, BDF)",0.10938,"('ABDF', 'ACDE')",00:00.063334
"(, A); (ACDF, BDF)",0.10938,"('ABDF', 'ACDF')",00:00.059007
"(, A); (ACEF, BDF)",0.10938,"('ABDF', 'ACEF')",00:00.055681
"(, A); (ADEF, BDF)",0.10938,"('ABDF', 'ADEF')",00:00.061081
"(, A); (BCDE, BDF)",0.10938,"('ABDF', 'BCDE')",00:00.060660
"(, A); (BCDF, BDF)",0.10938,"('ABDF', 'BCDF')",00:00.056100
"(, A); (BCEF, BDF)",0.10938,"('ABDF', 'BCEF')",00:00.057380
"(, A); (BDEF, BDF)",0.10938,"('ABDF', 'BDEF')",00:00.052301
"(, A); (CDEF, BDF)",0.10938,"('ABDF', 'CDEF')",00:00.060310
"(, A); (ABCD, BEF)",0.10938,"('ABEF', 'ABCD')",00:00.054732
"(, A); (ABCE, BEF)",0.10938,"('ABEF', 'ABCE')",00:00.059267
"(, A); (ABCF, BEF)",0.10938,"('ABEF', 'ABCF')",00:00.064253
"(, A); (ABDE, BEF)",0.10938,"('ABEF', 'ABDE')",00:00.057988
"(, A); (ABDF, BEF)",0.10938,"('ABEF', 'ABDF')",00:00.058325
"(, A); (ABEF, BEF)",0.10938,"('ABEF', 'ABEF')",00:00.061802
"(, A); (ACDE, BEF)",0.10938,"('ABEF', 'ACDE')",00:00.059876
"(, A); (ACDF, BEF)",0.10938,"('ABEF', 'ACDF')",00:00.056203
"(, A); (ACEF, BEF)",0.10938,"('ABEF', 'ACEF')",00:00.058611
"(, A); (ADEF, BEF)",0.10938,"('ABEF', 'ADEF')",00:00.061782
"(, A); (BCDE, BEF)",0.10938,"('ABEF', 'BCDE')",00:00.055470
"(, A); (BCDF, BEF)",0.10938,"('ABEF', 'BCDF')",00:00.054214
"(, A); (BCEF, BEF)",0.10938,"('ABEF', 'BCEF')",00:00.063476
"(, A); (BDEF, BEF)",0.10938,"('ABEF', 'BDEF')",00:00.055238
"(, A); (CDEF, BEF)",0.10938,"('ABEF', 'CDEF')",00:00.055437
"(, A); (ABCD, CDE)",0.10938,"('ACDE', 'ABCD')",00:00.057085
"(, A); (ABCE, CDE)",0.10938,"('ACDE', 'ABCE')",00:00.059024
"(, A); (ABCF, CDE)",0.10938,"('ACDE', 'ABCF')",00:00.054504
"(, A); (ABDE, CDE)",0.10938,"('ACDE', 'ABDE')",00:00.057774
"(, A); (ABDF, CDE)",0.10938,"('ACDE', 'ABDF')",00:00.055836
"(, A); (ABEF, CDE)",0.10938,"('ACDE', 'ABEF')",00:00.056209
"(, A); (ACDE, CDE)",0.10938,"('ACDE', 'ACDE')",00:00.061938
"(, A); (ACDF, CDE)",0.10938,"('ACDE', 'ACDF')",00:00.052726
"(, A); (ACEF, CDE)",0.10938,"('ACDE', 'ACEF')",00:00.056860
"(, A); (ADEF, CDE)",0.10938,"('ACDE', 'ADEF')",00:00.052877
"(, A); (BCDE, CDE)",0.10938,"('ACDE', 'BCDE')",00:00.053504
"(, A); (BCDF, CDE)",0.10938,"('ACDE', 'BCDF')",00:00.058140
"(, A); (BCEF, CDE)",0.10938,"('ACDE', 'BCEF')",00:00.053566
"(, A); (BDEF, CDE)",0.10938,"('ACDE', 'BDEF')",00:00.054662
"(, A); (CDEF, CDE)",0.10938,"('ACDE', 'CDEF')",00:00.059757
"(, A); (ABCD, CDF)",0.10938,"('ACDF', 'ABCD')",00:00.054690
"(, A); (ABCE, CDF)",0.10938,"('ACDF', 'ABCE')",00:00.051815
"(, A); (ABCF, CDF)",0.10938,"('ACDF', 'ABCF')",00:00.055485
"(, A); (ABDE, CDF)",0.10938,"('ACDF', 'ABDE')",00:00.058117
"(, A); (ABDF, CDF)",0.10938,"('ACDF', 'ABDF')",00:00.055529
"(, A); (ABEF, CDF)",0.10938,"('ACDF', 'ABEF')",00:00.053131
"(, A); (ACDE, CDF)",0.10938,"('ACDF', 'ACDE')",00:00.061638
"(, A); (ACDF, CDF)",0.10938,"('ACDF', 'ACDF')",00:00.058234
"(, A); (ACEF, CDF)",0.10938,"('ACDF', 'ACEF')",00:00.062221
"(, A); (ADEF, CDF)",0.10938,"('ACDF', 'ADEF')",00:00.059887
"(, A); (BCDE, CDF)",0.10938,"('ACDF', 'BCDE')",00:00.056612
"(, A); (BCDF, CDF)",0.10938,"('ACDF', 'BCDF')",00:00.055790
"(, A); (BCEF, CDF)",0.10938,"('ACDF', 'BCEF')",00:00.055293
"(, A); (BDEF, CDF)",0.10938,"('ACDF', 'BDEF')",00:00.057630
"(, A); (CDEF, CDF)",0.10938,"('ACDF', 'CDEF')",00:00.058551
"(, A); (ABCD, CEF)",0.10938,"('ACEF', 'ABCD')",00:00.056109
"(, A); (ABCE, CEF)",0.10938,"('ACEF', 'ABCE')",00:00.056823
"(, A); (ABCF, CEF)",0.10938,"('ACEF', 'ABCF')",00:00.060024
"(, A); (ABDE, CEF)",0.10938,"('ACEF', 'ABDE')",00:00.055364
"(, A); (ABDF, CEF)",0.10938,"('ACEF', 'ABDF')",00:00.056517
"(, A); (ABEF, CEF)",0.10938,"('ACEF', 'ABEF')",00:00.060483
"(, A); (ACDE, CEF)",0.10938,"('ACEF', 'ACDE')",00:00.055651
"(, A); (ACDF, CEF)",0.10938,"('ACEF', 'ACDF')",00:00.054307
"(, A); (ACEF, CEF)",0.10938,"('ACEF', 'ACEF')",00:00.061604
"(, A); (ADEF, CEF)",0.10938,"('ACEF', 'ADEF')",00:00.061899
"(, A); (BCDE, CEF)",0.10938,"('ACEF', 'BCDE')",00:00.055747
"(, A); (BCDF, CEF)",0.10938,"('ACEF', 'BCDF')",00:00.059845
"(, A); (BCEF, CEF)",0.10938,"('ACEF', 'BCEF')",00:00.059056
"(, A); (BDEF, CEF)",0.10938,"('ACEF', 'BDEF')",00:00.055272
"(, A); (CDEF, CEF)",0.10938,"('ACEF', 'CDEF')",00:00.052504
"(, A); (ABCD, DEF)",0.10938,"('ADEF', 'ABCD')",00:00.060908
"(, A); (ABCE, DEF)",0.10938,"('ADEF', 'ABCE')",00:00.056840
"(, A); (ABCF, DEF)",0.10938,"('ADEF', 'ABCF')",00:00.054306
"(, A); (ABDE, DEF)",0.10938,"('ADEF', 'ABDE')",00:00.051540
"(, A); (ABDF, DEF)",0.10938,"('ADEF', 'ABDF')",00:00.053103
"(, A); (ABEF, DEF)",0.10938,"('ADEF', 'ABEF')",00:00.053724
"(, A); (ACDE, DEF)",0.10938,"('ADEF', 'ACDE')",00:00.059523
"(, A); (ACDF, DEF)",0.10938,"('ADEF', 'ACDF')",00:00.053748
"(, A); (ACEF, DEF)",0.10938,"('ADEF', 'ACEF')",00:00.052430
"(, A); (ADEF, DEF)",0.10938,"('ADEF', 'ADEF')",00:00.051055
"(, A); (BCDE, DEF)",0.10938,"('ADEF', 'BCDE')",00:00.059301
"(, A); (BCDF, DEF)",0.10938,"('ADEF', 'BCDF')",00:00.058037
"(, A); (BCEF, DEF)",0.10938,"('ADEF', 'BCEF')",00:00.053398
"(, A); (BDEF, DEF)",0.10938,"('ADEF', 'BDEF')",00:00.053881
"(, A); (CDEF, DEF)",0.10938,"('ADEF', 'CDEF')",00:00.055328
"(, B); (ABCD, CDE)",0.10938,"('BCDE', 'ABCD')",00:00.059270
"(, B); (ABCE, CDE)",0.10938,"('BCDE', 'ABCE')",00:00.053729
"(, B); (ABCF, CDE)",0.10938,"('BCDE', 'ABCF')",00:00.055444
"(, B); (ABDE, CDE)",0.10938,"('BCDE', 'ABDE')",00:00.055956
"(, B); (ABDF, CDE)",0.10938,"('BCDE', 'ABDF')",00:00.053441
"(, B); (ABEF, CDE)",0.10938,"('BCDE', 'ABEF')",00:00.049273
"(, B); (ACDE, CDE)",0.10938,"('BCDE', 'ACDE')",00:00.055752
"(, B); (ACDF, CDE)",0.10938,"('BCDE', 'ACDF')",00:00.059323
"(, B); (ACEF, CDE)",0.10938,"('BCDE', 'ACEF')",00:00.051227
"(, B); (ADEF, CDE)",0.10938,"('BCDE', 'ADEF')",00:00.051417
"(, B); (BCDE, CDE)",0.10938,"('BCDE', 'BCDE')",00:00.056396
"(, B); (BCDF, CDE)",0.10938,"('BCDE', 'BCDF')",00:00.052246
"(, B); (BCEF, CDE)",0.10938,"('BCDE', 'BCEF')",00:00.053234
"(, B); (BDEF, CDE)",0.10938,"('BCDE', 'BDEF')",00:00.059651
"(, B); (CDEF, CDE)",0.10938,"('BCDE', 'CDEF')",00:00.058156
"(, B); (ABCD, CDF)",0.10938,"('BCDF', 'ABCD')",00:00.056787
"(, B); (ABCE, CDF)",0.10938,"('BCDF', 'ABCE')",00:00.059042
"(, B); (ABCF, CDF)",0.10938,"('BCDF', 'ABCF')",00:00.057177
"(, B); (ABDE, CDF)",0.10938,"('BCDF', 'ABDE')",00:00.060627
"(, B); (ABDF, CDF)",0.10938,"('BCDF', 'ABDF')",00:00.053115
"(, B); (ABEF, CDF)",0.10938,"('BCDF', 'ABEF')",00:00.058845
"(, B); (ACDE, CDF)",0.10938,"('BCDF', 'ACDE')",00:00.055634
"(, B); (ACDF, CDF)",0.10938,"('BCDF', 'ACDF')",00:00.054561
"(, B); (ACEF, CDF)",0.10938,"('BCDF', 'ACEF')",00:00.057614
"(, B); (ADEF, CDF)",0.10938,"('BCDF', 'ADEF')",00:00.061402
"(, B); (BCDE, CDF)",0.10938,"('BCDF', 'BCDE')",00:00.054091
"(, B); (BCDF, CDF)",0.10938,"('BCDF', 'BCDF')",00:00.050726
"(, B); (BCEF, CDF)",0.10938,"('BCDF', 'BCEF')",00:00.056764
"(, B); (BDEF, CDF)",0.10938,"('BCDF', 'BDEF')",00:00.060628
"(, B); (CDEF, CDF)",0.10938,"('BCDF', 'CDEF')",00:00.049644
"(, B); (ABCD, CEF)",0.10938,"('BCEF', 'ABCD')",00:00.056992
"(, B); (ABCE, CEF)",0.10938,"('BCEF', 'ABCE')",00:00.062408
"(, B); (ABCF, CEF)",0.10938,"('BCEF', 'ABCF')",00:00.054807
"(, B); (ABDE, CEF)",0.10938,"('BCEF', 'ABDE')",00:00.056160
"(, B); (ABDF, CEF)",0.10938,"('BCEF', 'ABDF')",00:00.067093
"(, B); (ABEF, CEF)",0.10938,"('BCEF', 'ABEF')",00:00.056753
"(, B); (ACDE, CEF)",0.10938,"('BCEF', 'ACDE')",00:00.058182
"(, B); (ACDF, CEF)",0.10938,"('BCEF', 'ACDF')",00:00.058040
"(, B); (ACEF, CEF)",0.10938,"('BCEF', 'ACEF')",00:00.059042
"(, B); (ADEF, CEF)",0.10938,"('BCEF', 'ADEF')",00:00.055570
"(, B); (BCDE, CEF)",0.10938,"('BCEF', 'BCDE')",00:00.053319
"(, B); (BCDF, CEF)",0.10938,"('BCEF', 'BCDF')",00:00.062035
"(, B); (BCEF, CEF)",0.10938,"('BCEF', 'BCEF')",00:00.057789
"(, B); (BDEF, CEF)",0.10938,"('BCEF', 'BDEF')",00:00.052552
"(, B); (CDEF, CEF)",0.10938,"('BCEF', 'CDEF')",00:00.067008
"(, B); (ABCD, DEF)",0.10938,"('BDEF', 'ABCD')",00:00.065716
"(, B); (ABCE, DEF)",0.10938,"('BDEF', 'ABCE')",00:00.058155
"(, B); (ABCF, DEF)",0.10938,"('BDEF', 'ABCF')",00:00.060358
"(, B); (ABDE, DEF)",0.10938,"('BDEF', 'ABDE')",00:00.059646
"(, B); (ABDF, DEF)",0.10938,"('BDEF', 'ABDF')",00:00.055652
"(, B); (ABEF, DEF)",0.10938,"('BDEF', 'ABEF')",00:00.060573
"(, B); (ACDE, DEF)",0.10938,"('BDEF', 'ACDE')",00:00.055380
"(, B); (ACDF, DEF)",0.10938,"('BDEF', 'ACDF')",00:00.058427
"(, B); (ACEF, DEF)",0.10938,"('BDEF', 'ACEF')",00:00.055593
"(, B); (ADEF, DEF)",0.10938,"('BDEF', 'ADEF')",00:00.058453
"(, B); (BCDE, DEF)",0.10938,"('BDEF', 'BCDE')",00:00.057035
"(, B); (BCDF, DEF)",0.10938,"('BDEF', 'BCDF')",00:00.056287
"(, B); (BCEF, DEF)",0.10938,"('BDEF', 'BCEF')",00:00.056692
"(, B); (BDEF, DEF)",0.10938,"('BDEF', 'BDEF')",00:00.059425
"(, B); (CDEF, DEF)",0.10938,"('BDEF', 'CDEF')",00:00.057371
"(, C); (ABCD, DEF)",0.10938,"('CDEF', 'ABCD')",00:00.052900
"(, C); (ABCE, DEF)",0.10938,"('CDEF', 'ABCE')",00:00.055880
"(, C); (ABCF, DEF)",0.10938,"('CDEF', 'ABCF')",00:00.058103
"(, C); (ABDE, DEF)",0.10938,"('CDEF', 'ABDE')",00:00.052428
"(, C); (ABDF, DEF)",0.10938,"('CDEF', 'ABDF')",00:00.058315
"(, C); (ABEF, DEF)",0.10938,"('CDEF', 'ABEF')",00:00.061370
"(, C); (ACDE, DEF)",0.10938,"('CDEF', 'ACDE')",00:00.054633
"(, C); (ACDF, DEF)",0.10938,"('CDEF', 'ACDF')",00:00.055921
"(, C); (ACEF, DEF)",0.10938,"('CDEF', 'ACEF')",00:00.056611
"(, C); (ADEF, DEF)",0.10938,"('CDEF', 'ADEF')",00:00.054917
"(, C); (BCDE, DEF)",0.10938,"('CDEF', 'BCDE')",00:00.054486
"(, C); (BCDF, DEF)",0.10938,"('CDEF', 'BCDF')",00:00.058796
"(, C); (BCEF, DEF)",0.10938,"('CDEF', 'BCEF')",00:00.062717
"(, C); (BDEF, DEF)",0.10938,"('CDEF', 'BDEF')",00:00.053669
"(, C); (CDEF, DEF)",0.10938,"('CDEF', 'CDEF')",00:00.052745
"(, A); (ABCDE, BCD)",0.05859,"('ABCD', 'ABCDE')",00:00.104607
"(, A); (ABCDF, BCD)",0.05859,"('ABCD', 'ABCDF')",00:00.096658
"(, A); (ABCEF, BCD)",0.05859,"('ABCD', 'ABCEF')",00:00.106332
"(, A); (ABDEF, BCD)",0.05859,"('ABCD', 'ABDEF')",00:00.104569
"(, A); (ACDEF, BCD)",0.05859,"('ABCD', 'ACDEF')",00:00.102371
