combination,emd,System,Tiempo
"(['E']); (['AN', 'BN', 'CN', 'DN', 'C', 'D'])",0.09375,"('CDE', 'ABCD')",00:00.042403
"(['E']); (['AN', 'BN', 'CN', 'EN', 'C', 'D'])",0.09375,"('CDE', 'ABCE')",00:00.040553
"(['E']); (['AN', 'BN', 'CN', 'FN', 'C', 'D'])",0.09375,"('CDE', 'ABCF')",00:00.038655
"(['E']); (['AN', 'BN', 'DN', 'EN', 'C', 'D'])",0.09375,"('CDE', 'ABDE')",00:00.023454
"(['E']); (['AN', 'BN', 'DN', 'FN', 'C', 'D'])",0.09375,"('CDE', 'ABDF')",00:00.040246
"(['E']); (['AN', 'BN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDE', 'ABEF')",00:00.046762
"(['E']); (['AN', 'CN', 'DN', 'EN', 'C', 'D'])",0.09375,"('CDE', 'ACDE')",00:00.044887
"(['E']); (['AN', 'CN', 'DN', 'FN', 'C', 'D'])",0.09375,"('CDE', 'ACDF')",00:00.038403
"(['E']); (['AN', 'CN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDE', 'ACEF')",00:00.057168
"(['E']); (['AN', 'DN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDE', 'ADEF')",00:00.039759
"(['E']); (['BN', 'CN', 'DN', 'EN', 'C', 'D'])",0.09375,"('CDE', 'BCDE')",00:00.042994
"(['E']); (['BN', 'CN', 'DN', 'FN', 'C', 'D'])",0.09375,"('CDE', 'BCDF')",00:00.046237
"(['E']); (['BN', 'CN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDE', 'BCEF')",00:00.044954
"(['E']); (['BN', 'DN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDE', 'BDEF')",00:00.033537
"(['E']); (['CN', 'DN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDE', 'CDEF')",00:00.032347
"(['F']); (['AN', 'BN', 'CN', 'DN', 'C', 'D'])",0.09375,"('CDF', 'ABCD')",00:00.028700
"(['F']); (['AN', 'BN', 'CN', 'EN', 'C', 'D'])",0.09375,"('CDF', 'ABCE')",00:00.032363
"(['F']); (['AN', 'BN', 'CN', 'FN', 'C', 'D'])",0.09375,"('CDF', 'ABCF')",00:00.033972
"(['F']); (['AN', 'BN', 'DN', 'EN', 'C', 'D'])",0.09375,"('CDF', 'ABDE')",00:00.036982
"(['F']); (['AN', 'BN', 'DN', 'FN', 'C', 'D'])",0.09375,"('CDF', 'ABDF')",00:00.033484
"(['F']); (['AN', 'BN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDF', 'ABEF')",00:00.036244
"(['F']); (['AN', 'CN', 'DN', 'EN', 'C', 'D'])",0.09375,"('CDF', 'ACDE')",00:00.042096
"(['F']); (['AN', 'CN', 'DN', 'FN', 'C', 'D'])",0.09375,"('CDF', 'ACDF')",00:00.034394
"(['F']); (['AN', 'CN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDF', 'ACEF')",00:00.030083
"(['F']); (['AN', 'DN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDF', 'ADEF')",00:00.035443
"(['F']); (['BN', 'CN', 'DN', 'EN', 'C', 'D'])",0.09375,"('CDF', 'BCDE')",00:00.054834
"(['F']); (['BN', 'CN', 'DN', 'FN', 'C', 'D'])",0.09375,"('CDF', 'BCDF')",00:00.052653
"(['F']); (['BN', 'CN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDF', 'BCEF')",00:00.050182
"(['F']); (['BN', 'DN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDF', 'BDEF')",00:00.048990
"(['F']); (['CN', 'DN', 'EN', 'FN', 'C', 'D'])",0.09375,"('CDF', 'CDEF')",00:00.042987
"(['F']); (['AN', 'BN', 'CN', 'DN', 'C', 'E'])",0.09375,"('CEF', 'ABCD')",00:00.051812
"(['F']); (['AN', 'BN', 'CN', 'EN', 'C', 'E'])",0.09375,"('CEF', 'ABCE')",00:00.048373
"(['F']); (['AN', 'BN', 'CN', 'FN', 'C', 'E'])",0.09375,"('CEF', 'ABCF')",00:00.042755
"(['F']); (['AN', 'BN', 'DN', 'EN', 'C', 'E'])",0.09375,"('CEF', 'ABDE')",00:00.050027
"(['F']); (['AN', 'BN', 'DN', 'FN', 'C', 'E'])",0.09375,"('CEF', 'ABDF')",00:00.036066
"(['F']); (['AN', 'BN', 'EN', 'FN', 'C', 'E'])",0.09375,"('CEF', 'ABEF')",00:00.026879
"(['F']); (['AN', 'CN', 'DN', 'EN', 'C', 'E'])",0.09375,"('CEF', 'ACDE')",00:00.031966
"(['F']); (['AN', 'CN', 'DN', 'FN', 'C', 'E'])",0.09375,"('CEF', 'ACDF')",00:00.081711
"(['F']); (['AN', 'CN', 'EN', 'FN', 'C', 'E'])",0.09375,"('CEF', 'ACEF')",00:00.050066
"(['F']); (['AN', 'DN', 'EN', 'FN', 'C', 'E'])",0.09375,"('CEF', 'ADEF')",00:00.052009
"(['F']); (['BN', 'CN', 'DN', 'EN', 'C', 'E'])",0.09375,"('CEF', 'BCDE')",00:00.046976
"(['F']); (['BN', 'CN', 'DN', 'FN', 'C', 'E'])",0.09375,"('CEF', 'BCDF')",00:00.039367
"(['F']); (['BN', 'CN', 'EN', 'FN', 'C', 'E'])",0.09375,"('CEF', 'BCEF')",00:00.036898
"(['F']); (['BN', 'DN', 'EN', 'FN', 'C', 'E'])",0.09375,"('CEF', 'BDEF')",00:00.039241
"(['F']); (['CN', 'DN', 'EN', 'FN', 'C', 'E'])",0.09375,"('CEF', 'CDEF')",00:00.039651
"(['F']); (['AN', 'BN', 'CN', 'DN', 'D', 'E'])",0.09375,"('DEF', 'ABCD')",00:00.032482
"(['F']); (['AN', 'BN', 'CN', 'EN', 'D', 'E'])",0.09375,"('DEF', 'ABCE')",00:00.031688
"(['F']); (['AN', 'BN', 'CN', 'FN', 'D', 'E'])",0.09375,"('DEF', 'ABCF')",00:00.034584
"(['F']); (['AN', 'BN', 'DN', 'EN', 'D', 'E'])",0.09375,"('DEF', 'ABDE')",00:00.055791
"(['F']); (['AN', 'BN', 'DN', 'FN', 'D', 'E'])",0.09375,"('DEF', 'ABDF')",00:00.053912
"(['F']); (['AN', 'BN', 'EN', 'FN', 'D', 'E'])",0.09375,"('DEF', 'ABEF')",00:00.048509
"(['F']); (['AN', 'CN', 'DN', 'EN', 'D', 'E'])",0.09375,"('DEF', 'ACDE')",00:00.046961
"(['F']); (['AN', 'CN', 'DN', 'FN', 'D', 'E'])",0.09375,"('DEF', 'ACDF')",00:00.039943
"(['F']); (['AN', 'CN', 'EN', 'FN', 'D', 'E'])",0.09375,"('DEF', 'ACEF')",00:00.049011
"(['F']); (['AN', 'DN', 'EN', 'FN', 'D', 'E'])",0.09375,"('DEF', 'ADEF')",00:00.050515
"(['F']); (['BN', 'CN', 'DN', 'EN', 'D', 'E'])",0.09375,"('DEF', 'BCDE')",00:00.032586
"(['F']); (['BN', 'CN', 'DN', 'FN', 'D', 'E'])",0.09375,"('DEF', 'BCDF')",00:00.048082
"(['F']); (['BN', 'CN', 'EN', 'FN', 'D', 'E'])",0.09375,"('DEF', 'BCEF')",00:00.035705
"(['F']); (['BN', 'DN', 'EN', 'FN', 'D', 'E'])",0.09375,"('DEF', 'BDEF')",00:00.031717
"(['F']); (['CN', 'DN', 'EN', 'FN', 'D', 'E'])",0.09375,"('DEF', 'CDEF')",00:00.027749
"(['C']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'B'])",0.05469,"('ABC', 'ABCDE')",00:00.049783
"(['C']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'B'])",0.05469,"('ABC', 'ABCDF')",00:00.049331
"(['C']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABC', 'ABCEF')",00:00.050630
"(['C']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABC', 'ABDEF')",00:00.062790
"(['C']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABC', 'ACDEF')",00:00.084157
"(['C']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABC', 'BCDEF')",00:00.064971
"(['D']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'B'])",0.05469,"('ABD', 'ABCDE')",00:00.084411
"(['D']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'B'])",0.05469,"('ABD', 'ABCDF')",00:00.058557
"(['D']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABD', 'ABCEF')",00:00.075736
"(['D']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABD', 'ABDEF')",00:00.083957
"(['D']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABD', 'ACDEF')",00:00.081143
"(['D']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABD', 'BCDEF')",00:00.053421
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'B'])",0.05469,"('ABE', 'ABCDE')",00:00.085753
"(['E']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'B'])",0.05469,"('ABE', 'ABCDF')",00:00.072643
"(['E']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABE', 'ABCEF')",00:00.052614
"(['E']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABE', 'ABDEF')",00:00.060573
"(['E']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABE', 'ACDEF')",00:00.048270
"(['E']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABE', 'BCDEF')",00:00.050746
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'B'])",0.05469,"('ABF', 'ABCDE')",00:00.047578
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'B'])",0.05469,"('ABF', 'ABCDF')",00:00.050811
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABF', 'ABCEF')",00:00.066650
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABF', 'ABDEF')",00:00.105658
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABF', 'ACDEF')",00:00.063694
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.05469,"('ABF', 'BCDEF')",00:00.065308
"(['D']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'C'])",0.05469,"('ACD', 'ABCDE')",00:00.057548
"(['D']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'C'])",0.05469,"('ACD', 'ABCDF')",00:00.054296
"(['D']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACD', 'ABCEF')",00:00.059112
"(['D']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACD', 'ABDEF')",00:00.057349
"(['D']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACD', 'ACDEF')",00:00.064585
"(['D']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACD', 'BCDEF')",00:00.075427
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'C'])",0.05469,"('ACE', 'ABCDE')",00:00.087787
"(['E']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'C'])",0.05469,"('ACE', 'ABCDF')",00:00.062922
"(['E']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACE', 'ABCEF')",00:00.077987
"(['E']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACE', 'ABDEF')",00:00.087766
"(['E']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACE', 'ACDEF')",00:00.087723
"(['E']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACE', 'BCDEF')",00:00.059021
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'C'])",0.05469,"('ACF', 'ABCDE')",00:00.073649
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'C'])",0.05469,"('ACF', 'ABCDF')",00:00.047600
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACF', 'ABCEF')",00:00.075753
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACF', 'ABDEF')",00:00.068228
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACF', 'ACDEF')",00:00.062085
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C'])",0.05469,"('ACF', 'BCDEF')",00:00.086796
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'D'])",0.05469,"('ADE', 'ABCDE')",00:00.059198
"(['E']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'D'])",0.05469,"('ADE', 'ABCDF')",00:00.046858
"(['E']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'D'])",0.05469,"('ADE', 'ABCEF')",00:00.072667
"(['E']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'D'])",0.05469,"('ADE', 'ABDEF')",00:00.083538
"(['E']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'D'])",0.05469,"('ADE', 'ACDEF')",00:00.084199
"(['E']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'D'])",0.05469,"('ADE', 'BCDEF')",00:00.082623
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'D'])",0.05469,"('ADF', 'ABCDE')",00:00.067048
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'D'])",0.05469,"('ADF', 'ABCDF')",00:00.071443
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'D'])",0.05469,"('ADF', 'ABCEF')",00:00.067517
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'D'])",0.05469,"('ADF', 'ABDEF')",00:00.071650
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'D'])",0.05469,"('ADF', 'ACDEF')",00:00.080533
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'D'])",0.05469,"('ADF', 'BCDEF')",00:00.077501
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'E'])",0.05469,"('AEF', 'ABCDE')",00:00.067896
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'E'])",0.05469,"('AEF', 'ABCDF')",00:00.075925
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'E'])",0.05469,"('AEF', 'ABCEF')",00:00.061589
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'E'])",0.05469,"('AEF', 'ABDEF')",00:00.071456
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'E'])",0.05469,"('AEF', 'ACDEF')",00:00.053081
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'E'])",0.05469,"('AEF', 'BCDEF')",00:00.049608
"(['D']); (['AN', 'BN', 'CN', 'DN', 'EN', 'B', 'C'])",0.05469,"('BCD', 'ABCDE')",00:00.058523
"(['D']); (['AN', 'BN', 'CN', 'DN', 'FN', 'B', 'C'])",0.05469,"('BCD', 'ABCDF')",00:00.065456
"(['D']); (['AN', 'BN', 'CN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCD', 'ABCEF')",00:00.039681
"(['D']); (['AN', 'BN', 'DN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCD', 'ABDEF')",00:00.045743
"(['D']); (['AN', 'CN', 'DN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCD', 'ACDEF')",00:00.048639
"(['D']); (['BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCD', 'BCDEF')",00:00.046168
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'B', 'C'])",0.05469,"('BCE', 'ABCDE')",00:00.050050
"(['E']); (['AN', 'BN', 'CN', 'DN', 'FN', 'B', 'C'])",0.05469,"('BCE', 'ABCDF')",00:00.060554
"(['E']); (['AN', 'BN', 'CN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCE', 'ABCEF')",00:00.053164
"(['E']); (['AN', 'BN', 'DN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCE', 'ABDEF')",00:00.057908
"(['E']); (['AN', 'CN', 'DN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCE', 'ACDEF')",00:00.063801
"(['E']); (['BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCE', 'BCDEF')",00:00.073430
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'B', 'C'])",0.05469,"('BCF', 'ABCDE')",00:00.080425
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'B', 'C'])",0.05469,"('BCF', 'ABCDF')",00:00.052921
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCF', 'ABCEF')",00:00.079845
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCF', 'ABDEF')",00:00.049283
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCF', 'ACDEF')",00:00.050641
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C'])",0.05469,"('BCF', 'BCDEF')",00:00.074608
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'B', 'D'])",0.05469,"('BDE', 'ABCDE')",00:00.082443
"(['E']); (['AN', 'BN', 'CN', 'DN', 'FN', 'B', 'D'])",0.05469,"('BDE', 'ABCDF')",00:00.073754
"(['E']); (['AN', 'BN', 'CN', 'EN', 'FN', 'B', 'D'])",0.05469,"('BDE', 'ABCEF')",00:00.050264
"(['E']); (['AN', 'BN', 'DN', 'EN', 'FN', 'B', 'D'])",0.05469,"('BDE', 'ABDEF')",00:00.055094
"(['E']); (['AN', 'CN', 'DN', 'EN', 'FN', 'B', 'D'])",0.05469,"('BDE', 'ACDEF')",00:00.042050
"(['E']); (['BN', 'CN', 'DN', 'EN', 'FN', 'B', 'D'])",0.05469,"('BDE', 'BCDEF')",00:00.041872
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'B', 'D'])",0.05469,"('BDF', 'ABCDE')",00:00.042241
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'B', 'D'])",0.05469,"('BDF', 'ABCDF')",00:00.045325
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'B', 'D'])",0.05469,"('BDF', 'ABCEF')",00:00.059149
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'B', 'D'])",0.05469,"('BDF', 'ABDEF')",00:00.042673
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'B', 'D'])",0.05469,"('BDF', 'ACDEF')",00:00.042267
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'B', 'D'])",0.05469,"('BDF', 'BCDEF')",00:00.050123
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'B', 'E'])",0.05469,"('BEF', 'ABCDE')",00:00.044160
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'B', 'E'])",0.05469,"('BEF', 'ABCDF')",00:00.043407
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'B', 'E'])",0.05469,"('BEF', 'ABCEF')",00:00.064919
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'B', 'E'])",0.05469,"('BEF', 'ABDEF')",00:00.039701
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'B', 'E'])",0.05469,"('BEF', 'ACDEF')",00:00.044114
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'B', 'E'])",0.05469,"('BEF', 'BCDEF')",00:00.049934
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'C', 'D'])",0.05469,"('CDE', 'ABCDE')",00:00.053615
"(['E']); (['AN', 'BN', 'CN', 'DN', 'FN', 'C', 'D'])",0.05469,"('CDE', 'ABCDF')",00:00.079751
"(['E']); (['AN', 'BN', 'CN', 'EN', 'FN', 'C', 'D'])",0.05469,"('CDE', 'ABCEF')",00:00.047471
"(['E']); (['AN', 'BN', 'DN', 'EN', 'FN', 'C', 'D'])",0.05469,"('CDE', 'ABDEF')",00:00.064608
"(['E']); (['AN', 'CN', 'DN', 'EN', 'FN', 'C', 'D'])",0.05469,"('CDE', 'ACDEF')",00:00.044946
"(['E']); (['BN', 'CN', 'DN', 'EN', 'FN', 'C', 'D'])",0.05469,"('CDE', 'BCDEF')",00:00.065680
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'C', 'D'])",0.05469,"('CDF', 'ABCDE')",00:00.070065
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'C', 'D'])",0.05469,"('CDF', 'ABCDF')",00:00.074637
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'C', 'D'])",0.05469,"('CDF', 'ABCEF')",00:00.039190
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'C', 'D'])",0.05469,"('CDF', 'ABDEF')",00:00.037653
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'C', 'D'])",0.05469,"('CDF', 'ACDEF')",00:00.036657
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'C', 'D'])",0.05469,"('CDF', 'BCDEF')",00:00.051894
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'C', 'E'])",0.05469,"('CEF', 'ABCDE')",00:00.062920
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'C', 'E'])",0.05469,"('CEF', 'ABCDF')",00:00.068697
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'C', 'E'])",0.05469,"('CEF', 'ABCEF')",00:00.066555
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'C', 'E'])",0.05469,"('CEF', 'ABDEF')",00:00.047587
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'C', 'E'])",0.05469,"('CEF', 'ACDEF')",00:00.061619
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'C', 'E'])",0.05469,"('CEF', 'BCDEF')",00:00.075836
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'D', 'E'])",0.05469,"('DEF', 'ABCDE')",00:00.063428
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'D', 'E'])",0.05469,"('DEF', 'ABCDF')",00:00.076325
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'D', 'E'])",0.05469,"('DEF', 'ABCEF')",00:00.060586
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'D', 'E'])",0.05469,"('DEF', 'ABDEF')",00:00.059870
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'D', 'E'])",0.05469,"('DEF', 'ACDEF')",00:00.080022
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'D', 'E'])",0.05469,"('DEF', 'BCDEF')",00:00.053684
"(['C']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.02881,"('ABC', 'ABCDEF')",00:00.062840
"(['D']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.02881,"('ABD', 'ABCDEF')",00:00.063360
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.02881,"('ABE', 'ABCDEF')",00:00.094419
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B'])",0.02881,"('ABF', 'ABCDEF')",00:00.123721
"(['D']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C'])",0.02881,"('ACD', 'ABCDEF')",00:00.114712
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C'])",0.02881,"('ACE', 'ABCDEF')",00:00.075781
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C'])",0.02881,"('ACF', 'ABCDEF')",00:00.105653
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'D'])",0.02881,"('ADE', 'ABCDEF')",00:00.104052
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'D'])",0.02881,"('ADF', 'ABCDEF')",00:00.073061
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'E'])",0.02881,"('AEF', 'ABCDEF')",00:00.097987
"(['D']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C'])",0.02881,"('BCD', 'ABCDEF')",00:00.076176
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C'])",0.02881,"('BCE', 'ABCDEF')",00:00.075448
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C'])",0.02881,"('BCF', 'ABCDEF')",00:00.100796
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'B', 'D'])",0.02881,"('BDE', 'ABCDEF')",00:00.097422
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'B', 'D'])",0.02881,"('BDF', 'ABCDEF')",00:00.084737
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'B', 'E'])",0.02881,"('BEF', 'ABCDEF')",00:00.094138
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'C', 'D'])",0.02881,"('CDE', 'ABCDEF')",00:00.079921
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'C', 'D'])",0.02881,"('CDF', 'ABCDEF')",00:00.086750
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'C', 'E'])",0.02881,"('CEF', 'ABCDEF')",00:00.108273
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'D', 'E'])",0.02881,"('DEF', 'ABCDEF')",00:00.096723
"(['D']); (['AN', 'A', 'B', 'C'])",0.0,"('ABCD', 'A')",00:00.000574
"(['D']); (['BN', 'A', 'B', 'C'])",0.0,"('ABCD', 'B')",00:00.005142
"(['D']); (['CN', 'A', 'B', 'C'])",0.0,"('ABCD', 'C')",00:00.008050
"(['D']); (['DN', 'A', 'B', 'C'])",0.0,"('ABCD', 'D')",00:00.002743
"(['D']); (['EN', 'A', 'B', 'C'])",0.0,"('ABCD', 'E')",00:00.000000
"(['D']); (['FN', 'A', 'B', 'C'])",0.0,"('ABCD', 'F')",00:00.008149
"(['E']); (['AN', 'A', 'B', 'C'])",0.0,"('ABCE', 'A')",00:00.006254
"(['E']); (['BN', 'A', 'B', 'C'])",0.0,"('ABCE', 'B')",00:00.000000
"(['E']); (['CN', 'A', 'B', 'C'])",0.0,"('ABCE', 'C')",00:00.000000
"(['E']); (['DN', 'A', 'B', 'C'])",0.0,"('ABCE', 'D')",00:00.002859
"(['E']); (['EN', 'A', 'B', 'C'])",0.0,"('ABCE', 'E')",00:00.000000
"(['E']); (['FN', 'A', 'B', 'C'])",0.0,"('ABCE', 'F')",00:00.006673
"(['F']); (['AN', 'A', 'B', 'C'])",0.0,"('ABCF', 'A')",00:00.007696
