combination,emd,System,Tiempo
"(['F']); (['AN', 'BN', 'EN', 'A'])",0.125,"('AF', 'ABE')",00:00.011377
"(['F']); (['AN', 'BN', 'FN', 'A'])",0.125,"('AF', 'ABF')",00:00.011554
"(['F']); (['AN', 'CN', 'DN', 'A'])",0.125,"('AF', 'ACD')",00:00.014220
"(['F']); (['AN', 'CN', 'EN', 'A'])",0.125,"('AF', 'ACE')",00:00.012885
"(['F']); (['AN', 'CN', 'FN', 'A'])",0.125,"('AF', 'ACF')",00:00.015516
"(['F']); (['AN', 'DN', 'EN', 'A'])",0.125,"('AF', 'ADE')",00:00.017246
"(['F']); (['AN', 'DN', 'FN', 'A'])",0.125,"('AF', 'ADF')",00:00.013385
"(['F']); (['AN', 'EN', 'FN', 'A'])",0.125,"('AF', 'AEF')",00:00.014531
"(['F']); (['BN', 'CN', 'DN', 'A'])",0.125,"('AF', 'BCD')",00:00.013037
"(['F']); (['BN', 'CN', 'EN', 'A'])",0.125,"('AF', 'BCE')",00:00.014513
"(['F']); (['BN', 'CN', 'FN', 'A'])",0.125,"('AF', 'BCF')",00:00.012538
"(['F']); (['BN', 'DN', 'EN', 'A'])",0.125,"('AF', 'BDE')",00:00.013663
"(['F']); (['BN', 'DN', 'FN', 'A'])",0.125,"('AF', 'BDF')",00:00.013116
"(['F']); (['BN', 'EN', 'FN', 'A'])",0.125,"('AF', 'BEF')",00:00.011986
"(['F']); (['CN', 'DN', 'EN', 'A'])",0.125,"('AF', 'CDE')",00:00.010664
"(['F']); (['CN', 'DN', 'FN', 'A'])",0.125,"('AF', 'CDF')",00:00.006874
"(['F']); (['CN', 'EN', 'FN', 'A'])",0.125,"('AF', 'CEF')",00:00.009590
"(['F']); (['DN', 'EN', 'FN', 'A'])",0.125,"('AF', 'DEF')",00:00.006898
"(['C']); (['AN', 'BN', 'CN', 'B'])",0.125,"('BC', 'ABC')",00:00.014336
"(['C']); (['AN', 'BN', 'DN', 'B'])",0.125,"('BC', 'ABD')",00:00.012686
"(['C']); (['AN', 'BN', 'EN', 'B'])",0.125,"('BC', 'ABE')",00:00.012580
"(['C']); (['AN', 'BN', 'FN', 'B'])",0.125,"('BC', 'ABF')",00:00.012184
"(['C']); (['AN', 'CN', 'DN', 'B'])",0.125,"('BC', 'ACD')",00:00.012170
"(['C']); (['AN', 'CN', 'EN', 'B'])",0.125,"('BC', 'ACE')",00:00.013576
"(['C']); (['AN', 'CN', 'FN', 'B'])",0.125,"('BC', 'ACF')",00:00.012346
"(['C']); (['AN', 'DN', 'EN', 'B'])",0.125,"('BC', 'ADE')",00:00.012187
"(['C']); (['AN', 'DN', 'FN', 'B'])",0.125,"('BC', 'ADF')",00:00.013692
"(['C']); (['AN', 'EN', 'FN', 'B'])",0.125,"('BC', 'AEF')",00:00.012522
"(['C']); (['BN', 'CN', 'DN', 'B'])",0.125,"('BC', 'BCD')",00:00.013149
"(['C']); (['BN', 'CN', 'EN', 'B'])",0.125,"('BC', 'BCE')",00:00.011158
"(['C']); (['BN', 'CN', 'FN', 'B'])",0.125,"('BC', 'BCF')",00:00.012339
"(['C']); (['BN', 'DN', 'EN', 'B'])",0.125,"('BC', 'BDE')",00:00.011708
"(['C']); (['BN', 'DN', 'FN', 'B'])",0.125,"('BC', 'BDF')",00:00.017047
"(['C']); (['BN', 'EN', 'FN', 'B'])",0.125,"('BC', 'BEF')",00:00.013267
"(['C']); (['CN', 'DN', 'EN', 'B'])",0.125,"('BC', 'CDE')",00:00.009723
"(['C']); (['CN', 'DN', 'FN', 'B'])",0.125,"('BC', 'CDF')",00:00.006506
"(['C']); (['CN', 'EN', 'FN', 'B'])",0.125,"('BC', 'CEF')",00:00.007028
"(['C']); (['DN', 'EN', 'FN', 'B'])",0.125,"('BC', 'DEF')",00:00.012152
"(['D']); (['AN', 'BN', 'CN', 'B'])",0.125,"('BD', 'ABC')",00:00.011556
"(['D']); (['AN', 'BN', 'DN', 'B'])",0.125,"('BD', 'ABD')",00:00.011564
"(['D']); (['AN', 'BN', 'EN', 'B'])",0.125,"('BD', 'ABE')",00:00.008163
"(['D']); (['AN', 'BN', 'FN', 'B'])",0.125,"('BD', 'ABF')",00:00.012755
"(['D']); (['AN', 'CN', 'DN', 'B'])",0.125,"('BD', 'ACD')",00:00.017966
"(['D']); (['AN', 'CN', 'EN', 'B'])",0.125,"('BD', 'ACE')",00:00.013061
"(['D']); (['AN', 'CN', 'FN', 'B'])",0.125,"('BD', 'ACF')",00:00.012522
"(['D']); (['AN', 'DN', 'EN', 'B'])",0.125,"('BD', 'ADE')",00:00.012513
"(['D']); (['AN', 'DN', 'FN', 'B'])",0.125,"('BD', 'ADF')",00:00.008211
"(['D']); (['AN', 'EN', 'FN', 'B'])",0.125,"('BD', 'AEF')",00:00.010614
"(['D']); (['BN', 'CN', 'DN', 'B'])",0.125,"('BD', 'BCD')",00:00.012418
"(['D']); (['BN', 'CN', 'EN', 'B'])",0.125,"('BD', 'BCE')",00:00.011026
"(['D']); (['BN', 'CN', 'FN', 'B'])",0.125,"('BD', 'BCF')",00:00.010365
"(['D']); (['BN', 'DN', 'EN', 'B'])",0.125,"('BD', 'BDE')",00:00.009320
"(['D']); (['BN', 'DN', 'FN', 'B'])",0.125,"('BD', 'BDF')",00:00.010491
"(['D']); (['BN', 'EN', 'FN', 'B'])",0.125,"('BD', 'BEF')",00:00.012510
"(['D']); (['CN', 'DN', 'EN', 'B'])",0.125,"('BD', 'CDE')",00:00.007901
"(['D']); (['CN', 'DN', 'FN', 'B'])",0.125,"('BD', 'CDF')",00:00.006769
"(['D']); (['CN', 'EN', 'FN', 'B'])",0.125,"('BD', 'CEF')",00:00.007792
"(['D']); (['DN', 'EN', 'FN', 'B'])",0.125,"('BD', 'DEF')",00:00.007097
"(['E']); (['AN', 'BN', 'CN', 'B'])",0.125,"('BE', 'ABC')",00:00.011512
"(['E']); (['AN', 'BN', 'DN', 'B'])",0.125,"('BE', 'ABD')",00:00.006558
"(['E']); (['AN', 'BN', 'EN', 'B'])",0.125,"('BE', 'ABE')",00:00.006406
"(['E']); (['AN', 'BN', 'FN', 'B'])",0.125,"('BE', 'ABF')",00:00.008829
"(['E']); (['AN', 'CN', 'DN', 'B'])",0.125,"('BE', 'ACD')",00:00.012161
"(['E']); (['AN', 'CN', 'EN', 'B'])",0.125,"('BE', 'ACE')",00:00.011559
"(['E']); (['AN', 'CN', 'FN', 'B'])",0.125,"('BE', 'ACF')",00:00.011303
"(['E']); (['AN', 'DN', 'EN', 'B'])",0.125,"('BE', 'ADE')",00:00.013560
"(['E']); (['AN', 'DN', 'FN', 'B'])",0.125,"('BE', 'ADF')",00:00.012260
"(['E']); (['AN', 'EN', 'FN', 'B'])",0.125,"('BE', 'AEF')",00:00.013181
"(['E']); (['BN', 'CN', 'DN', 'B'])",0.125,"('BE', 'BCD')",00:00.009510
"(['E']); (['BN', 'CN', 'EN', 'B'])",0.125,"('BE', 'BCE')",00:00.007021
"(['E']); (['BN', 'CN', 'FN', 'B'])",0.125,"('BE', 'BCF')",00:00.007704
"(['E']); (['BN', 'DN', 'EN', 'B'])",0.125,"('BE', 'BDE')",00:00.008990
"(['E']); (['BN', 'DN', 'FN', 'B'])",0.125,"('BE', 'BDF')",00:00.006722
"(['E']); (['BN', 'EN', 'FN', 'B'])",0.125,"('BE', 'BEF')",00:00.007714
"(['E']); (['CN', 'DN', 'EN', 'B'])",0.125,"('BE', 'CDE')",00:00.011190
"(['E']); (['CN', 'DN', 'FN', 'B'])",0.125,"('BE', 'CDF')",00:00.009720
"(['E']); (['CN', 'EN', 'FN', 'B'])",0.125,"('BE', 'CEF')",00:00.006611
"(['E']); (['DN', 'EN', 'FN', 'B'])",0.125,"('BE', 'DEF')",00:00.007109
"(['F']); (['AN', 'BN', 'CN', 'B'])",0.125,"('BF', 'ABC')",00:00.009582
"(['F']); (['AN', 'BN', 'DN', 'B'])",0.125,"('BF', 'ABD')",00:00.013927
"(['F']); (['AN', 'BN', 'EN', 'B'])",0.125,"('BF', 'ABE')",00:00.006524
"(['F']); (['AN', 'BN', 'FN', 'B'])",0.125,"('BF', 'ABF')",00:00.006713
"(['F']); (['AN', 'CN', 'DN', 'B'])",0.125,"('BF', 'ACD')",00:00.014104
"(['F']); (['AN', 'CN', 'EN', 'B'])",0.125,"('BF', 'ACE')",00:00.012582
"(['F']); (['AN', 'CN', 'FN', 'B'])",0.125,"('BF', 'ACF')",00:00.012595
"(['F']); (['AN', 'DN', 'EN', 'B'])",0.125,"('BF', 'ADE')",00:00.012157
"(['F']); (['AN', 'DN', 'FN', 'B'])",0.125,"('BF', 'ADF')",00:00.011578
"(['F']); (['AN', 'EN', 'FN', 'B'])",0.125,"('BF', 'AEF')",00:00.012605
"(['F']); (['BN', 'CN', 'DN', 'B'])",0.125,"('BF', 'BCD')",00:00.011940
"(['F']); (['BN', 'CN', 'EN', 'B'])",0.125,"('BF', 'BCE')",00:00.006414
"(['F']); (['BN', 'CN', 'FN', 'B'])",0.125,"('BF', 'BCF')",00:00.007779
"(['F']); (['BN', 'DN', 'EN', 'B'])",0.125,"('BF', 'BDE')",00:00.012239
"(['F']); (['BN', 'DN', 'FN', 'B'])",0.125,"('BF', 'BDF')",00:00.012192
"(['F']); (['BN', 'EN', 'FN', 'B'])",0.125,"('BF', 'BEF')",00:00.016816
"(['F']); (['CN', 'DN', 'EN', 'B'])",0.125,"('BF', 'CDE')",00:00.011647
"(['F']); (['CN', 'DN', 'FN', 'B'])",0.125,"('BF', 'CDF')",00:00.012122
"(['F']); (['CN', 'EN', 'FN', 'B'])",0.125,"('BF', 'CEF')",00:00.011671
"(['F']); (['DN', 'EN', 'FN', 'B'])",0.125,"('BF', 'DEF')",00:00.014019
"(['D']); (['AN', 'BN', 'CN', 'C'])",0.125,"('CD', 'ABC')",00:00.010676
"(['D']); (['AN', 'BN', 'DN', 'C'])",0.125,"('CD', 'ABD')",00:00.007741
"(['D']); (['AN', 'BN', 'EN', 'C'])",0.125,"('CD', 'ABE')",00:00.006807
"(['D']); (['AN', 'BN', 'FN', 'C'])",0.125,"('CD', 'ABF')",00:00.006703
"(['D']); (['AN', 'CN', 'DN', 'C'])",0.125,"('CD', 'ACD')",00:00.005904
"(['D']); (['AN', 'CN', 'EN', 'C'])",0.125,"('CD', 'ACE')",00:00.006954
"(['D']); (['AN', 'CN', 'FN', 'C'])",0.125,"('CD', 'ACF')",00:00.007125
"(['D']); (['AN', 'DN', 'EN', 'C'])",0.125,"('CD', 'ADE')",00:00.007663
"(['D']); (['AN', 'DN', 'FN', 'C'])",0.125,"('CD', 'ADF')",00:00.006959
"(['D']); (['AN', 'EN', 'FN', 'C'])",0.125,"('CD', 'AEF')",00:00.006510
"(['D']); (['BN', 'CN', 'DN', 'C'])",0.125,"('CD', 'BCD')",00:00.007625
"(['D']); (['BN', 'CN', 'EN', 'C'])",0.125,"('CD', 'BCE')",00:00.007512
"(['D']); (['BN', 'CN', 'FN', 'C'])",0.125,"('CD', 'BCF')",00:00.007461
"(['D']); (['BN', 'DN', 'EN', 'C'])",0.125,"('CD', 'BDE')",00:00.006544
"(['D']); (['BN', 'DN', 'FN', 'C'])",0.125,"('CD', 'BDF')",00:00.006396
"(['D']); (['BN', 'EN', 'FN', 'C'])",0.125,"('CD', 'BEF')",00:00.008863
"(['D']); (['CN', 'DN', 'EN', 'C'])",0.125,"('CD', 'CDE')",00:00.009789
"(['D']); (['CN', 'DN', 'FN', 'C'])",0.125,"('CD', 'CDF')",00:00.013108
"(['D']); (['CN', 'EN', 'FN', 'C'])",0.125,"('CD', 'CEF')",00:00.013073
"(['D']); (['DN', 'EN', 'FN', 'C'])",0.125,"('CD', 'DEF')",00:00.012654
"(['E']); (['AN', 'BN', 'CN', 'C'])",0.125,"('CE', 'ABC')",00:00.011510
"(['E']); (['AN', 'BN', 'DN', 'C'])",0.125,"('CE', 'ABD')",00:00.011549
"(['E']); (['AN', 'BN', 'EN', 'C'])",0.125,"('CE', 'ABE')",00:00.012638
"(['E']); (['AN', 'BN', 'FN', 'C'])",0.125,"('CE', 'ABF')",00:00.010154
"(['E']); (['AN', 'CN', 'DN', 'C'])",0.125,"('CE', 'ACD')",00:00.007596
"(['E']); (['AN', 'CN', 'EN', 'C'])",0.125,"('CE', 'ACE')",00:00.005631
"(['E']); (['AN', 'CN', 'FN', 'C'])",0.125,"('CE', 'ACF')",00:00.006413
"(['E']); (['AN', 'DN', 'EN', 'C'])",0.125,"('CE', 'ADE')",00:00.008219
"(['E']); (['AN', 'DN', 'FN', 'C'])",0.125,"('CE', 'ADF')",00:00.006958
"(['E']); (['AN', 'EN', 'FN', 'C'])",0.125,"('CE', 'AEF')",00:00.008533
"(['E']); (['BN', 'CN', 'DN', 'C'])",0.125,"('CE', 'BCD')",00:00.006199
"(['E']); (['BN', 'CN', 'EN', 'C'])",0.125,"('CE', 'BCE')",00:00.006504
"(['E']); (['BN', 'CN', 'FN', 'C'])",0.125,"('CE', 'BCF')",00:00.007008
"(['E']); (['BN', 'DN', 'EN', 'C'])",0.125,"('CE', 'BDE')",00:00.007511
"(['E']); (['BN', 'DN', 'FN', 'C'])",0.125,"('CE', 'BDF')",00:00.006895
"(['E']); (['BN', 'EN', 'FN', 'C'])",0.125,"('CE', 'BEF')",00:00.007155
"(['E']); (['CN', 'DN', 'EN', 'C'])",0.125,"('CE', 'CDE')",00:00.008257
"(['E']); (['CN', 'DN', 'FN', 'C'])",0.125,"('CE', 'CDF')",00:00.009097
"(['E']); (['CN', 'EN', 'FN', 'C'])",0.125,"('CE', 'CEF')",00:00.006107
"(['E']); (['DN', 'EN', 'FN', 'C'])",0.125,"('CE', 'DEF')",00:00.006719
"(['F']); (['AN', 'BN', 'CN', 'C'])",0.125,"('CF', 'ABC')",00:00.011637
"(['F']); (['AN', 'BN', 'DN', 'C'])",0.125,"('CF', 'ABD')",00:00.013180
"(['F']); (['AN', 'BN', 'EN', 'C'])",0.125,"('CF', 'ABE')",00:00.013848
"(['F']); (['AN', 'BN', 'FN', 'C'])",0.125,"('CF', 'ABF')",00:00.013557
"(['F']); (['AN', 'CN', 'DN', 'C'])",0.125,"('CF', 'ACD')",00:00.012517
"(['F']); (['AN', 'CN', 'EN', 'C'])",0.125,"('CF', 'ACE')",00:00.012529
"(['F']); (['AN', 'CN', 'FN', 'C'])",0.125,"('CF', 'ACF')",00:00.008882
"(['F']); (['AN', 'DN', 'EN', 'C'])",0.125,"('CF', 'ADE')",00:00.007692
"(['F']); (['AN', 'DN', 'FN', 'C'])",0.125,"('CF', 'ADF')",00:00.006984
"(['F']); (['AN', 'EN', 'FN', 'C'])",0.125,"('CF', 'AEF')",00:00.006721
"(['F']); (['BN', 'CN', 'DN', 'C'])",0.125,"('CF', 'BCD')",00:00.007685
"(['F']); (['BN', 'CN', 'EN', 'C'])",0.125,"('CF', 'BCE')",00:00.006592
"(['F']); (['BN', 'CN', 'FN', 'C'])",0.125,"('CF', 'BCF')",00:00.006013
"(['F']); (['BN', 'DN', 'EN', 'C'])",0.125,"('CF', 'BDE')",00:00.006678
"(['F']); (['BN', 'DN', 'FN', 'C'])",0.125,"('CF', 'BDF')",00:00.007720
"(['F']); (['BN', 'EN', 'FN', 'C'])",0.125,"('CF', 'BEF')",00:00.008897
"(['F']); (['CN', 'DN', 'EN', 'C'])",0.125,"('CF', 'CDE')",00:00.007108
"(['F']); (['CN', 'DN', 'FN', 'C'])",0.125,"('CF', 'CDF')",00:00.006857
"(['F']); (['CN', 'EN', 'FN', 'C'])",0.125,"('CF', 'CEF')",00:00.007398
"(['F']); (['DN', 'EN', 'FN', 'C'])",0.125,"('CF', 'DEF')",00:00.010518
"(['E']); (['AN', 'BN', 'CN', 'D'])",0.125,"('DE', 'ABC')",00:00.006999
"(['E']); (['AN', 'BN', 'DN', 'D'])",0.125,"('DE', 'ABD')",00:00.007421
"(['E']); (['AN', 'BN', 'EN', 'D'])",0.125,"('DE', 'ABE')",00:00.010005
"(['E']); (['AN', 'BN', 'FN', 'D'])",0.125,"('DE', 'ABF')",00:00.012632
"(['E']); (['AN', 'CN', 'DN', 'D'])",0.125,"('DE', 'ACD')",00:00.006076
"(['E']); (['AN', 'CN', 'EN', 'D'])",0.125,"('DE', 'ACE')",00:00.011361
"(['E']); (['AN', 'CN', 'FN', 'D'])",0.125,"('DE', 'ACF')",00:00.012902
"(['E']); (['AN', 'DN', 'EN', 'D'])",0.125,"('DE', 'ADE')",00:00.011516
"(['E']); (['AN', 'DN', 'FN', 'D'])",0.125,"('DE', 'ADF')",00:00.011516
"(['E']); (['AN', 'EN', 'FN', 'D'])",0.125,"('DE', 'AEF')",00:00.012031
"(['E']); (['BN', 'CN', 'DN', 'D'])",0.125,"('DE', 'BCD')",00:00.011516
"(['E']); (['BN', 'CN', 'EN', 'D'])",0.125,"('DE', 'BCE')",00:00.012516
"(['E']); (['BN', 'CN', 'FN', 'D'])",0.125,"('DE', 'BCF')",00:00.006890
"(['E']); (['BN', 'DN', 'EN', 'D'])",0.125,"('DE', 'BDE')",00:00.007698
"(['E']); (['BN', 'DN', 'FN', 'D'])",0.125,"('DE', 'BDF')",00:00.007064
"(['E']); (['BN', 'EN', 'FN', 'D'])",0.125,"('DE', 'BEF')",00:00.006476
"(['E']); (['CN', 'DN', 'EN', 'D'])",0.125,"('DE', 'CDE')",00:00.009523
"(['E']); (['CN', 'DN', 'FN', 'D'])",0.125,"('DE', 'CDF')",00:00.006714
"(['E']); (['CN', 'EN', 'FN', 'D'])",0.125,"('DE', 'CEF')",00:00.006719
"(['E']); (['DN', 'EN', 'FN', 'D'])",0.125,"('DE', 'DEF')",00:00.006895
"(['F']); (['AN', 'BN', 'CN', 'D'])",0.125,"('DF', 'ABC')",00:00.009524
"(['F']); (['AN', 'BN', 'DN', 'D'])",0.125,"('DF', 'ABD')",00:00.012376
"(['F']); (['AN', 'BN', 'EN', 'D'])",0.125,"('DF', 'ABE')",00:00.013525
"(['F']); (['AN', 'BN', 'FN', 'D'])",0.125,"('DF', 'ABF')",00:00.012513
"(['F']); (['AN', 'CN', 'DN', 'D'])",0.125,"('DF', 'ACD')",00:00.012389
"(['F']); (['AN', 'CN', 'EN', 'D'])",0.125,"('DF', 'ACE')",00:00.013029
"(['F']); (['AN', 'CN', 'FN', 'D'])",0.125,"('DF', 'ACF')",00:00.012515
"(['F']); (['AN', 'DN', 'EN', 'D'])",0.125,"('DF', 'ADE')",00:00.013026
"(['F']); (['AN', 'DN', 'FN', 'D'])",0.125,"('DF', 'ADF')",00:00.011515
"(['F']); (['AN', 'EN', 'FN', 'D'])",0.125,"('DF', 'AEF')",00:00.011515
"(['F']); (['BN', 'CN', 'DN', 'D'])",0.125,"('DF', 'BCD')",00:00.013021
"(['F']); (['BN', 'CN', 'EN', 'D'])",0.125,"('DF', 'BCE')",00:00.010948
"(['F']); (['BN', 'CN', 'FN', 'D'])",0.125,"('DF', 'BCF')",00:00.007000
"(['F']); (['BN', 'DN', 'EN', 'D'])",0.125,"('DF', 'BDE')",00:00.005600
"(['F']); (['BN', 'DN', 'FN', 'D'])",0.125,"('DF', 'BDF')",00:00.010468
"(['F']); (['BN', 'EN', 'FN', 'D'])",0.125,"('DF', 'BEF')",00:00.009102
"(['F']); (['CN', 'DN', 'EN', 'D'])",0.125,"('DF', 'CDE')",00:00.006494
"(['F']); (['CN', 'DN', 'FN', 'D'])",0.125,"('DF', 'CDF')",00:00.006670
"(['F']); (['CN', 'EN', 'FN', 'D'])",0.125,"('DF', 'CEF')",00:00.008885
"(['F']); (['DN', 'EN', 'FN', 'D'])",0.125,"('DF', 'DEF')",00:00.007654
"(['F']); (['AN', 'BN', 'CN', 'E'])",0.125,"('EF', 'ABC')",00:00.006663
"(['F']); (['AN', 'BN', 'DN', 'E'])",0.125,"('EF', 'ABD')",00:00.006633
"(['F']); (['AN', 'BN', 'EN', 'E'])",0.125,"('EF', 'ABE')",00:00.006893
"(['F']); (['AN', 'BN', 'FN', 'E'])",0.125,"('EF', 'ABF')",00:00.018755
"(['F']); (['AN', 'CN', 'DN', 'E'])",0.125,"('EF', 'ACD')",00:00.008533
"(['F']); (['AN', 'CN', 'EN', 'E'])",0.125,"('EF', 'ACE')",00:00.011543
"(['F']); (['AN', 'CN', 'FN', 'E'])",0.125,"('EF', 'ACF')",00:00.006529
"(['F']); (['AN', 'DN', 'EN', 'E'])",0.125,"('EF', 'ADE')",00:00.006542
"(['F']); (['AN', 'DN', 'FN', 'E'])",0.125,"('EF', 'ADF')",00:00.011563
"(['F']); (['AN', 'EN', 'FN', 'E'])",0.125,"('EF', 'AEF')",00:00.012584
"(['F']); (['BN', 'CN', 'DN', 'E'])",0.125,"('EF', 'BCD')",00:00.012108
"(['F']); (['BN', 'CN', 'EN', 'E'])",0.125,"('EF', 'BCE')",00:00.012560
"(['F']); (['BN', 'CN', 'FN', 'E'])",0.125,"('EF', 'BCF')",00:00.012540
"(['F']); (['BN', 'DN', 'EN', 'E'])",0.125,"('EF', 'BDE')",00:00.007655
"(['F']); (['BN', 'DN', 'FN', 'E'])",0.125,"('EF', 'BDF')",00:00.006808
"(['F']); (['BN', 'EN', 'FN', 'E'])",0.125,"('EF', 'BEF')",00:00.009413
"(['F']); (['CN', 'DN', 'EN', 'E'])",0.125,"('EF', 'CDE')",00:00.010483
"(['F']); (['CN', 'DN', 'FN', 'E'])",0.125,"('EF', 'CDF')",00:00.012593
"(['F']); (['CN', 'EN', 'FN', 'E'])",0.125,"('EF', 'CEF')",00:00.011815
"(['F']); (['DN', 'EN', 'FN', 'E'])",0.125,"('EF', 'DEF')",00:00.011592
"(['B']); (['AN', 'BN', 'CN', 'DN', 'A'])",0.09375,"('AB', 'ABCD')",00:00.023094
"(['B']); (['AN', 'BN', 'CN', 'EN', 'A'])",0.09375,"('AB', 'ABCE')",00:00.027367
"(['B']); (['AN', 'BN', 'CN', 'FN', 'A'])",0.09375,"('AB', 'ABCF')",00:00.012790
"(['B']); (['AN', 'BN', 'DN', 'EN', 'A'])",0.09375,"('AB', 'ABDE')",00:00.021242
"(['B']); (['AN', 'BN', 'DN', 'FN', 'A'])",0.09375,"('AB', 'ABDF')",00:00.011986
"(['B']); (['AN', 'BN', 'EN', 'FN', 'A'])",0.09375,"('AB', 'ABEF')",00:00.016721
"(['B']); (['AN', 'CN', 'DN', 'EN', 'A'])",0.09375,"('AB', 'ACDE')",00:00.015977
"(['B']); (['AN', 'CN', 'DN', 'FN', 'A'])",0.09375,"('AB', 'ACDF')",00:00.013551
"(['B']); (['AN', 'CN', 'EN', 'FN', 'A'])",0.09375,"('AB', 'ACEF')",00:00.013915
"(['B']); (['AN', 'DN', 'EN', 'FN', 'A'])",0.09375,"('AB', 'ADEF')",00:00.012551
"(['B']); (['BN', 'CN', 'DN', 'EN', 'A'])",0.09375,"('AB', 'BCDE')",00:00.013128
"(['B']); (['BN', 'CN', 'DN', 'FN', 'A'])",0.09375,"('AB', 'BCDF')",00:00.011821
"(['B']); (['BN', 'CN', 'EN', 'FN', 'A'])",0.09375,"('AB', 'BCEF')",00:00.013306
"(['B']); (['BN', 'DN', 'EN', 'FN', 'A'])",0.09375,"('AB', 'BDEF')",00:00.028641
"(['B']); (['CN', 'DN', 'EN', 'FN', 'A'])",0.09375,"('AB', 'CDEF')",00:00.023920
"(['C']); (['AN', 'BN', 'CN', 'DN', 'A'])",0.09375,"('AC', 'ABCD')",00:00.023298
"(['C']); (['AN', 'BN', 'CN', 'EN', 'A'])",0.09375,"('AC', 'ABCE')",00:00.022846
"(['C']); (['AN', 'BN', 'CN', 'FN', 'A'])",0.09375,"('AC', 'ABCF')",00:00.021814
"(['C']); (['AN', 'BN', 'DN', 'EN', 'A'])",0.09375,"('AC', 'ABDE')",00:00.013492
"(['C']); (['AN', 'BN', 'DN', 'FN', 'A'])",0.09375,"('AC', 'ABDF')",00:00.013304
"(['C']); (['AN', 'BN', 'EN', 'FN', 'A'])",0.09375,"('AC', 'ABEF')",00:00.021022
"(['C']); (['AN', 'CN', 'DN', 'EN', 'A'])",0.09375,"('AC', 'ACDE')",00:00.019387
"(['C']); (['AN', 'CN', 'DN', 'FN', 'A'])",0.09375,"('AC', 'ACDF')",00:00.024297
"(['C']); (['AN', 'CN', 'EN', 'FN', 'A'])",0.09375,"('AC', 'ACEF')",00:00.023963
"(['C']); (['AN', 'DN', 'EN', 'FN', 'A'])",0.09375,"('AC', 'ADEF')",00:00.018616
"(['C']); (['BN', 'CN', 'DN', 'EN', 'A'])",0.09375,"('AC', 'BCDE')",00:00.018113
"(['C']); (['BN', 'CN', 'DN', 'FN', 'A'])",0.09375,"('AC', 'BCDF')",00:00.011761
"(['C']); (['BN', 'CN', 'EN', 'FN', 'A'])",0.09375,"('AC', 'BCEF')",00:00.012047
"(['C']); (['BN', 'DN', 'EN', 'FN', 'A'])",0.09375,"('AC', 'BDEF')",00:00.014581
"(['C']); (['CN', 'DN', 'EN', 'FN', 'A'])",0.09375,"('AC', 'CDEF')",00:00.014666
"(['D']); (['AN', 'BN', 'CN', 'DN', 'A'])",0.09375,"('AD', 'ABCD')",00:00.015277
"(['D']); (['AN', 'BN', 'CN', 'EN', 'A'])",0.09375,"('AD', 'ABCE')",00:00.021027
"(['D']); (['AN', 'BN', 'CN', 'FN', 'A'])",0.09375,"('AD', 'ABCF')",00:00.023160
"(['D']); (['AN', 'BN', 'DN', 'EN', 'A'])",0.09375,"('AD', 'ABDE')",00:00.023122
"(['D']); (['AN', 'BN', 'DN', 'FN', 'A'])",0.09375,"('AD', 'ABDF')",00:00.022176
"(['D']); (['AN', 'BN', 'EN', 'FN', 'A'])",0.09375,"('AD', 'ABEF')",00:00.017449
"(['D']); (['AN', 'CN', 'DN', 'EN', 'A'])",0.09375,"('AD', 'ACDE')",00:00.013973
"(['D']); (['AN', 'CN', 'DN', 'FN', 'A'])",0.09375,"('AD', 'ACDF')",00:00.014633
"(['D']); (['AN', 'CN', 'EN', 'FN', 'A'])",0.09375,"('AD', 'ACEF')",00:00.013725
"(['D']); (['AN', 'DN', 'EN', 'FN', 'A'])",0.09375,"('AD', 'ADEF')",00:00.014016
"(['D']); (['BN', 'CN', 'DN', 'EN', 'A'])",0.09375,"('AD', 'BCDE')",00:00.014135
"(['D']); (['BN', 'CN', 'DN', 'FN', 'A'])",0.09375,"('AD', 'BCDF')",00:00.013546
"(['D']); (['BN', 'CN', 'EN', 'FN', 'A'])",0.09375,"('AD', 'BCEF')",00:00.015599
"(['D']); (['BN', 'DN', 'EN', 'FN', 'A'])",0.09375,"('AD', 'BDEF')",00:00.010753
"(['D']); (['CN', 'DN', 'EN', 'FN', 'A'])",0.09375,"('AD', 'CDEF')",00:00.018276
"(['E']); (['AN', 'BN', 'CN', 'DN', 'A'])",0.09375,"('AE', 'ABCD')",00:00.014311
"(['E']); (['AN', 'BN', 'CN', 'EN', 'A'])",0.09375,"('AE', 'ABCE')",00:00.023789
"(['E']); (['AN', 'BN', 'CN', 'FN', 'A'])",0.09375,"('AE', 'ABCF')",00:00.022758
"(['E']); (['AN', 'BN', 'DN', 'EN', 'A'])",0.09375,"('AE', 'ABDE')",00:00.027204
"(['E']); (['AN', 'BN', 'DN', 'FN', 'A'])",0.09375,"('AE', 'ABDF')",00:00.015449
"(['E']); (['AN', 'BN', 'EN', 'FN', 'A'])",0.09375,"('AE', 'ABEF')",00:00.014453
"(['E']); (['AN', 'CN', 'DN', 'EN', 'A'])",0.09375,"('AE', 'ACDE')",00:00.013019
"(['E']); (['AN', 'CN', 'DN', 'FN', 'A'])",0.09375,"('AE', 'ACDF')",00:00.011765
"(['E']); (['AN', 'CN', 'EN', 'FN', 'A'])",0.09375,"('AE', 'ACEF')",00:00.014374
